序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
176,国泰君安证券股份有限公司成都北一环路证券营业部,2025-01-15,1,0,29137973.0,572920.0,28565053.0,富春股份,10026897
177,申万宏源证券有限公司深圳金田路证券营业部,2025-01-15,1,0,28565529.23,106800.0,28458729.23,惠通科技,10093706
178,华鑫证券有限责任公司深圳财富大厦证券营业部,2025-01-15,2,1,34147512.0,6244646.0,27902866.0,红星发展 德力股份 金瑞矿业,10000734168
179,招商证券股份有限公司上海肇嘉浜路证券营业部,2025-01-13,1,0,27872671.0,71007.0,27801664.0,神剑股份,10048282
180,中信证券股份有限公司上海徐汇区漕溪北路证券营业部,2025-01-10,1,0,27964495.0,180258.0,27784237.0,博实股份,10131242
181,中泰证券股份有限公司深圳分公司,2025-01-15,1,0,28128444.0,765345.0,27363099.0,利欧股份,10484895
182,中国中金财富证券有限公司宜兴阳羡东路证券营业部,2025-01-15,1,0,27354316.99,0.0,27354316.99,壹网壹创,10467534
183,中国银河证券股份有限公司郑州东风路证券营业部,2025-01-16,1,0,27387926.5,192784.0,27195142.5,东港股份,10026867
184,海通证券股份有限公司福州五一北路证券营业部,2025-01-16,2,1,31840910.0,4782745.0,27058165.0,苏豪汇鸿 华媒控股 思美传媒,10030191
185,联储证券股份有限公司杭州环城北路证券营业部,2025-01-13,1,0,26750000.0,,26750000.0,哈空调,10000866017
186,联储证券股份有限公司浙江分公司,2025-01-15,1,0,26158505.0,0.0,26158505.0,金奥博,10638001
187,联储证券股份有限公司浙江分公司,2025-01-13,1,0,26158505.0,0.0,26158505.0,金奥博,10638001
188,光大证券股份有限公司广州环市东路证券营业部,2025-01-16,1,0,26075066.0,0.0,26075066.0,广百股份,10000005076
189,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-01-17,19,12,500898187.3,474833720.85,26064466.45,大连友谊 苏豪弘业 巨轮智能 哈空调 宁波东力 天下秀 博通集成 广百股份 天和磁材 先达股份 ST如意 遥望科技 福达股份 五洲新春 康盛股份 好想你 来伊份 歌力思 电光科技 一鸣食品 金奥博 钧崴电子 强达电路,10678762
190,中信建投证券股份有限公司深圳深南中路中核大厦证券营业部,2025-01-10,1,0,25902567.0,0.0,25902567.0,震裕科技,10137032
191,世纪证券有限责任公司深圳深南大道中证券营业部,2025-01-13,1,0,25781000.0,,25781000.0,长光华芯,10021996
192,中信证券股份有限公司浙江分公司,2025-01-14,6,4,136777555.13,111036111.24,25741443.89,华胜天成 顺钠股份 海鸥股份 海得控制 麦迪科技 好想你 凯尔达 电光科技,10520724
193,平安证券股份有限公司上海红宝石路证券营业部,2025-01-13,1,0,25549179.52,,25549179.52,天和磁材,10000125646
194,东方证券股份有限公司厦门仙岳路证券营业部,2025-01-16,1,0,25255710.0,0.0,25255710.0,ST汇洲,10492163
195,华鑫证券有限责任公司上海光复路证券营业部,2025-01-17,1,0,25697429.3,483882.09,25213547.21,瀛通通讯,10993987
196,国投证券股份有限公司西安曲江池南路证券营业部,2025-01-16,1,0,24899353.0,0.0,24899353.0,壹网壹创,10573482
197,华泰证券股份有限公司深圳后海中心路证券营业部,2025-01-10,1,0,28096371.0,3345130.0,24751241.0,欣天科技,10448450
198,国信证券股份有限公司苏州分公司,2025-01-17,1,0,24727952.0,0.0,24727952.0,先锋电子,10000383338
199,华鑫证券有限责任公司佛山顺德近良路证券营业部,2025-01-10,1,1,42769507.0,18132212.58,24637294.42,建设工业 电光科技,10456801
200,开源证券股份有限公司西安西大街证券营业部,2025-01-16,8,7,239638073.0,215055079.78,24582993.22,华媒控股 *ST柳化 宁波东力 鹏欣资源 广百股份 卓郎智能 金瑞矿业 苏豪汇鸿 金安国纪 弘讯科技 跨境通 福达股份,10046745
201,中国银河证券股份有限公司大连黄河路证券营业部,2025-01-17,2,1,80329247.8,55821814.0,24507433.8,康盛股份 电光科技 科泰电源,10030463
202,东海证券股份有限公司泉州丰泽街证券营业部,2025-01-10,1,0,24292210.4,,24292210.4,来伊份,10384545
203,兴业证券股份有限公司厦门湖里大道证券营业部,2025-01-16,1,0,24739495.4,656863.0,24082632.4,立方退,10119151
204,华泰证券股份有限公司舟山体育路证券营业部,2025-01-16,1,0,24050795.08,59675.0,23991120.08,思美传媒,10181023
205,中国银河证券股份有限公司上海长宁区镇宁路证券营业部,2025-01-15,1,0,23969948.0,,23969948.0,弘讯科技,10030486
206,华泰证券股份有限公司武汉高新大道证券营业部,2025-01-17,1,0,23775068.6,51462.94,23723605.66,大连友谊,10123766
207,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-01-15,9,8,191278265.66,167662153.87,23616111.79,哈空调 柏星龙 *ST康佳A 星图测控 英洛华 海得控制 骏创科技 康盛股份 德力股份 跨境通 福石控股 佳云科技 惠通科技,10472087
208,东莞证券股份有限公司湛江军民路证券营业部,2025-01-16,1,0,23539896.94,55650.0,23484246.94,壹网壹创,10206324
209,华泰证券股份有限公司湖南分公司,2025-01-16,1,0,23300387.2,,23300387.2,来伊份,10401973
210,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,2025-01-15,3,2,144463137.68,121296582.35,23166555.33,五洲新春 鸿智科技 利欧股份 好想你,10147201
211,光大证券股份有限公司广州马场路证券营业部,2025-01-17,1,0,23114644.0,,23114644.0,*ST柳化,10331995
212,招商证券股份有限公司上海世纪大道证券营业部,2025-01-10,1,2,44536277.7,21560273.5,22976004.2,博实股份 华培动力,10046548
213,华泰证券股份有限公司深圳前海证券营业部,2025-01-10,1,0,47124774.82,24257221.01,22867553.81,国货航,10443747
214,华泰证券股份有限公司东莞国贸中心证券营业部,2025-01-15,1,0,22845018.32,,22845018.32,东阳光,10000678954
215,国泰君安证券股份有限公司上海江苏路证券营业部,2025-01-17,1,0,22834746.0,,22834746.0,一鸣食品,10025080
216,国泰君安证券股份有限公司深圳前海证券营业部,2025-01-15,1,0,23418630.8,801713.0,22616917.8,金奥博,10537511
217,招商证券股份有限公司晋江崇德路证券营业部,2025-01-17,1,0,22594886.0,,22594886.0,苏豪弘业,10456457
218,华泰证券股份有限公司舟山体育路证券营业部,2025-01-10,1,0,22618189.62,37078.0,22581111.62,粤宏远A,10181023
219,国泰君安证券股份有限公司深圳前海证券营业部,2025-01-13,1,0,23244874.8,669881.0,22574993.8,金奥博,10537511
220,国盛证券有限责任公司南昌金融大街证券营业部,2025-01-16,1,0,22531794.32,125212.0,22406582.32,*ST康佳A,10456701
221,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-01-13,2,1,38827296.4,16686224.6,22141071.8,金奥博 安培龙,10993985
222,东亚前海证券有限责任公司上海分公司,2025-01-14,1,0,22118846.93,0.0,22118846.93,海达尔,10924074
223,华鑫证券有限责任公司金华双龙南街证券营业部,2025-01-17,1,0,22062106.0,0.0,22062106.0,三德科技,10000055278
224,东方证券股份有限公司湘潭湖湘北路证券营业部,2025-01-13,1,0,21911098.0,,21911098.0,弘讯科技,10436790
225,中信建投证券股份有限公司安徽分公司,2025-01-17,1,1,69926601.0,48063592.0,21863009.0,金奥博,10158366
226,长江证券股份有限公司武汉友谊大道证券营业部,2025-01-15,1,0,22165238.0,315341.0,21849897.0,大连友谊,10025414
227,华泰证券股份有限公司南京大光路证券营业部,2025-01-15,1,0,21781433.0,,21781433.0,弘讯科技,10021771
228,开源证券股份有限公司西安高新成章路证券营业部,2025-01-15,1,0,21723949.72,0.0,21723949.72,福石控股,10657381
229,国盛证券有限责任公司宁波天童南路证券营业部,2025-01-16,2,0,22139880.86,429605.0,21710275.86,宁波东力 金瑞矿业,10664100
230,中国银河证券股份有限公司北京中关村大街证券营业部,2025-01-16,3,1,44898456.6,23220019.0,21678437.6,三维通信 弘讯科技 先达股份 福达股份,10115140
231,中国银河证券股份有限公司上海长宁区镇宁路证券营业部,2025-01-16,1,0,21658909.0,,21658909.0,弘讯科技,10030486
232,长江证券股份有限公司武汉友谊大道证券营业部,2025-01-13,1,0,21365866.0,0.0,21365866.0,大连友谊,10025414
233,东方证券股份有限公司湘潭湖湘北路证券营业部,2025-01-17,1,0,21374445.34,89755.0,21284690.34,瀛通通讯,10436790
234,国泰君安证券股份有限公司宜昌沿江大道证券营业部,2025-01-15,4,3,177127318.0,155998458.6,21128859.4,英洛华 双良节能 巨轮智能 弘讯科技 广百股份 宝鼎科技 汉威科技,10026729
235,华鑫证券有限责任公司上海分公司,2025-01-13,3,3,102354933.5,81336824.71,21018108.79,大连友谊 福达股份 金奥博 安培龙 德福科技 强达电路,10274545
236,广发证券股份有限公司郑州农业路证券营业部,2025-01-15,2,0,21287964.0,284873.0,21003091.0,南京公用 宁波东力,10031937
237,麦高证券有限责任公司北京第二分公司,2025-01-15,1,0,20999550.0,0.0,20999550.0,*ST新元,10488161
238,华鑫证券有限责任公司上海陆家嘴证券营业部,2025-01-15,1,0,20976774.0,8877.0,20967897.0,壹网壹创,10000055316
239,东莞证券股份有限公司南京分公司,2025-01-13,2,3,60850289.0,39920613.0,20929676.0,建设工业 梦洁股份 好想你 黄山谷捷,10485003
240,国海证券股份有限公司北京第一分公司,2025-01-14,1,0,20909055.5,,20909055.5,康尼机电,10023780
241,国海证券股份有限公司北京第一分公司,2025-01-13,1,0,20909055.5,,20909055.5,康尼机电,10023780
242,华源证券股份有限公司江苏分公司,2025-01-15,1,0,20872046.0,0.0,20872046.0,壹网壹创,10484864
243,海通证券股份有限公司上海黄浦区中山南路证券营业部,2025-01-17,1,0,20774500.0,,20774500.0,清溢光电,10000503778
244,国泰君安证券股份有限公司郑州黄河路证券营业部,2025-01-15,1,0,21122896.18,362549.67,20760346.51,惠通科技,10026725
245,华泰证券股份有限公司江西分公司,2025-01-16,1,0,20734700.0,,20734700.0,鸿泉技术,10427427
246,开源证券股份有限公司西安高新成章路证券营业部,2025-01-16,1,0,20701625.0,,20701625.0,引力传媒,10657381
247,华鑫证券有限责任公司上海宛平南路证券营业部,2025-01-15,1,0,20637017.0,,20637017.0,德创环保,10028416
248,东方证券股份有限公司杭州龙井路证券营业部,2025-01-13,1,0,20590796.0,,20590796.0,苏豪弘业,10086482
249,华鑫证券有限责任公司杭州分公司,2025-01-16,1,1,29117567.52,8614687.0,20502880.52,金安国纪 *ST冀凯,10000055313
250,广发证券股份有限公司上海高科东路证券营业部,2025-01-16,1,0,20464200.0,,20464200.0,鸿泉技术,10456514
251,中国银河证券股份有限公司厦门嘉禾路证券营业部,2025-01-13,2,1,52168641.0,31754900.0,20413741.0,来伊份 中百集团,10023542
252,东方证券股份有限公司杭州龙井路证券营业部,2025-01-16,2,0,20243636.0,,20243636.0,国旅联合 美邦股份,10086482
253,招商证券股份有限公司深圳梅康路证券营业部,2025-01-17,1,0,20208700.0,,20208700.0,清溢光电,10635360
254,摩根大通证券（中国）有限公司上海银城中路证券营业部,2025-01-15,1,0,20142100.0,,20142100.0,康为世纪,10000100571
255,华泰证券股份有限公司广州珠江西路证券营业部,2025-01-10,1,0,27721159.0,7647595.0,20073564.0,肇民科技,10194296
256,华鑫证券有限责任公司深圳益田路证券营业部,2025-01-13,1,0,20066407.64,0.0,20066407.64,立方退,10495078
257,申万宏源证券有限公司上海松江区人民北路证券营业部,2025-01-17,1,0,20006000.0,,20006000.0,纳芯微,10021690
258,中国银河证券股份有限公司深圳深业上城证券营业部,2025-01-15,1,0,19997205.0,,19997205.0,红星发展,10025294
259,华泰证券股份有限公司南京大光路证券营业部,2025-01-16,1,1,22194758.0,2233180.0,19961578.0,*ST元成 引力传媒,10021771
260,长城证券股份有限公司上海中兴路证券营业部,2025-01-13,1,0,19840518.0,0.0,19840518.0,金奥博,10456186
261,华鑫证券有限责任公司上海茅台路证券营业部,2025-01-10,2,0,19824207.0,,19824207.0,信达地产 福达股份,10028419
262,招商证券股份有限公司晋江崇德路证券营业部,2025-01-14,1,0,19835129.0,12497.0,19822632.0,粤宏远A,10456457
263,中信证券股份有限公司杭州凤起路证券营业部,2025-01-16,1,0,19742351.6,77723.0,19664628.6,思美传媒,10046604
264,国泰君安证券股份有限公司深圳福田中心区华融大厦证券营业部,2025-01-13,1,0,19675062.0,50178.0,19624884.0,慈星股份,10026941
265,方正证券股份有限公司南京太平门东街证券营业部,2025-01-16,1,0,28794758.0,9170481.0,19624277.0,三维通信,10138349
266,国泰君安证券股份有限公司绵阳剑南路证券营业部,2025-01-10,1,0,19601530.26,,19601530.26,天和磁材,10705812
267,国信证券股份有限公司深圳泰然九路证券营业部,2025-01-13,1,0,19568400.0,,19568400.0,长光华芯,10078443
268,光大证券股份有限公司丹阳中新路证券营业部,2025-01-13,1,0,19465698.52,,19465698.52,天和磁材,10067894
269,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-01-14,11,10,215439381.33,196003652.88,19435728.45,顺钠股份 *ST博信 哈空调 海得控制 卓郎智能 福达股份 建设工业 比依股份 中利集团 国星光电 *ST大药 好想你 麦迪科技 电光科技 威士顿,10678762
270,中国银河证券股份有限公司北京珠市口大街证券营业部,2025-01-17,1,0,19229664.11,,19229664.11,先达股份,10023592
271,国联证券股份有限公司上海分公司,2025-01-17,1,0,19149700.0,,19149700.0,清溢光电,10485046
272,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,2025-01-17,4,2,49080251.68,30078778.0,19001473.68,红星发展 格尔软件 锦和商管 一鸣食品,10000399618
273,中国银河证券股份有限公司北京朝阳门北大街证券营业部,2025-01-15,1,0,20398961.0,1409491.0,18989470.0,大连友谊,10137410
274,华泰证券股份有限公司成都蜀金路证券营业部,2025-01-14,3,0,18960342.42,0.0,18960342.42,海达尔 哈空调 比依股份,10175321
275,国泰君安证券股份有限公司三亚迎宾路证券营业部,2025-01-17,1,1,31560000.0,12610979.77,18949020.23,*ST柳化 德创环保,10564207
276,国投证券股份有限公司深圳深南大道华侨城大厦证券营业部,2025-01-10,1,0,18907880.0,0.0,18907880.0,飞龙股份,10537515
277,东亚前海证券有限责任公司苏州分公司,2025-01-13,1,0,18889712.0,,18889712.0,苏豪弘业,10000526027
278,联储证券股份有限公司杭州环城北路证券营业部,2025-01-15,1,0,18725340.0,,18725340.0,*ST柳化,10000866017
279,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-01-10,21,17,415421968.83,396708618.04,18713350.79,中百集团 西磁科技 中化装备 星图测控 国货航 东百集团 巨轮智能 友好集团 骏创科技 济高发展 海得控制 蔚蓝锂芯 万控智造 建设工业 天和磁材 日海智能 国星光电 比依股份 祥和实业 电光科技 五洲新春 雄韬股份 *ST吉药 贝仕达克 同星科技 威士顿 钧崴电子 黄山谷捷 强达电路,10484371
