序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
93,000056,*ST皇庭,2025-02-11,3家机构买入，成功率16.42%,3.39,10.0649,-15349108.22,138594936.0,153944044.22,292538980.22,1019562034.0,-1.505460943831,28.692612167236,21.3953,3379652097.22,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.179941,-5.89970501,-1.47492625,-6.48967552
94,000058,深赛格,2025-10-24,主力做T，成功率15.80%,10.78,-3.5778,-117333060.35,105259762.63,222592822.98,327852585.61,1461486649.0,-8.02833610764,22.432814274036,13.2528,11103483645.76,日振幅值达到15%的前5只证券,-4.45269017,-9.27643785,-8.16326531,-10.85343228
95,000058,深赛格,2025-03-03,普通席位买入，成功率46.11%,9.23,10.0119,18567732.18,76074039.0,57506306.82,133580345.82,553086013.0,3.357114760376,24.151821358751,6.389,9542226648.04,日涨幅偏离值达到7%的前5只证券,-0.65005417,1.51679307,-1.19176598,-3.6836403
96,000061,农产品,2025-11-12,1家机构买入，成功率48.80%,10.18,10.0541,26912641.38,172225630.7,145312989.32,317538620.02,1400388698.0,1.921797956413,22.675034472465,6.2876,17274778001.08,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.19646365,0.58939096,1.37524558,-6.09037328
97,000061,农产品,2025-08-28,1家机构买入，成功率29.14%,8.43,10.0522,17808726.44,162304958.0,144496231.56,306801189.56,979990111.0,1.817235321061,31.306559741397,4.4033,14305145240.58,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.03321471,-0.9489917,-4.74495848,9.371293
98,000061,农产品,2025-04-08,2家机构买入，成功率45.24%,7.11,10.0619,23475500.6,102976223.14,79500722.54,182476945.68,674359699.0,3.481154142932,27.059289864236,2.3939,12065193672.66,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.81293952,1.54711674,-2.39099859,-4.92264416
99,000062,深圳华强,2025-05-06,主力做T，成功率32.58%,28.18,9.9922,110127833.88,227273024.58,117145190.7,344418215.28,1731125034.0,6.361633718943,19.895629057144,6.174,29446099220.0,日涨幅偏离值达到7%的前5只证券,2.55500355,-1.01585133,-0.73018279,-3.08694824
100,000062,深圳华强,2025-04-15,1家机构买入，成功率43.18%,25.91,1.568,76836668.02,530575409.3,453738741.28,984314150.58,6579008969.0,1.16790641846,14.961435000591,11.549,27074110390.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.69471247,1.23504438,-4.67001158,-1.89116171
101,000062,深圳华强,2025-04-14,1家机构买入，成功率50.99%,25.51,10.0043,28330251.12,208532955.1,180202703.98,388735659.08,2392585168.0,1.184085377562,16.24751604579,9.3486,26656138790.0,日涨幅偏离值达到7%的前5只证券,1.56801254,0.8624069,-2.43041944,-4.62563701
102,000062,深圳华强,2025-04-11,主力做T，成功率46.88%,23.19,10.0095,72169506.96,133239784.0,61070277.04,194310061.04,1034666749.0,6.975145091862,18.77996574528,4.3555,24231903510.0,日涨幅偏离值达到7%的前5只证券,10.0043122,11.72919362,6.16645106,7.20137991
103,000062,深圳华强,2025-03-27,主力做T，成功率43.35%,24.01,9.9863,152647086.0,213566567.0,60919481.0,274486048.0,763968854.0,19.980799636107,35.928957910109,3.1394,25088745290.0,日涨幅偏离值达到7%的前5只证券,1.79092045,-2.04081633,-0.20824656,-3.41524365
104,000063,中兴通讯,2025-12-11,1家机构卖出，成功率24.44%,37.82,-9.9952,-264255028.57,1616253361.72,1880508390.29,3496761752.01,16918578961.0,-1.561922128207,20.668176447151,10.8302,152314758112.14,日跌幅偏离值达到7%的前5只证券,-0.18508726,-2.59122158,-3.43733474,0.76679006
105,000063,中兴通讯,2025-12-01,上海资金买入，成功率48.64%,46.3,10.0024,1537225290.94,2525431748.63,988206457.69,3513638206.32,14665961598.0,10.481585408962,23.957775852892,8.1259,186466771565.1,日涨幅偏离值达到7%的前5只证券,-1.72786177,-6.47948164,-8.79049676,-20.43196544
106,000063,中兴通讯,2025-10-17,2家机构卖出，成功率26.14%,48.63,-9.9944,-420002995.03,1352518557.5,1772521552.53,3125040110.03,16078399369.0,-2.612218949106,19.436263761773,7.9356,195850520544.51,日跌幅偏离值达到7%的前5只证券,-0.06169031,5.36705737,2.50873946,-10.63129755
107,000063,中兴通讯,2025-08-22,2家机构买入，成功率47.84%,46.55,9.375,1322677978.78,5475181233.59,4152503254.81,9627684488.4,55047845402.0,2.402778835613,17.48966634042,11.0154,187473611584.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.52524168,-3.2867884,-2.38453276,-10.16111708
108,000063,中兴通讯,2025-01-09,主力做T，成功率25.97%,38.37,10.0057,-903406568.69,1500667874.95,2404074443.64,3904742318.59,14480336477.0,-6.238850665694,26.965825861796,9.7211,154530329252.7,日涨幅偏离值达到7%的前5只证券,-1.72009382,1.64190774,4.14386239,7.11493354
109,000065,北方国际,2025-02-19,主力做T，成功率28.93%,11.98,10.0092,93737931.32,253437839.21,159699907.89,413137747.1,1704237202.0,5.500286650825,24.241798419561,8.3914,11124116573.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.25876461,-6.09348915,-1.0851419,-2.92153589
110,000066,中国长城,2025-08-14,主力做T，成功率45.20%,18.13,3.6,597771567.67,2080945551.81,1483173984.14,3564119535.95,27784915792.0,2.151424795184,12.827534057081,20.5968,58479943762.94,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.82018753,0.0551572,-4.68836183,1.26861555
111,000066,中国长城,2025-08-13,上海资金买入，成功率46.00%,17.5,9.9937,373099717.13,875797046.81,502697329.68,1378494376.49,9276919816.0,4.021805993046,14.859397341265,17.0558,56447822165.0,日涨幅偏离值达到7%的前5只证券,3.6,1.71428571,-0.11428571,3.48571429
112,000066,中国长城,2025-04-09,2家机构买入，成功率44.87%,16.49,10.0067,487890711.82,1232365885.91,744475174.09,1976841060.0,10865875741.0,4.490118637921,18.193113073628,10.2985,53189976428.62,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.54578532,-0.54578532,-3.45664039,-8.24742268
113,000066,中国长城,2025-04-09,1家机构买入，成功率46.38%,16.49,10.0067,304366069.48,592692682.0,288326612.52,881019294.52,5328848147.0,5.711667157402,16.533015582664,10.2985,53189976428.62,日涨幅偏离值达到7%的前5只证券,-0.54578532,-0.54578532,-3.45664039,-8.24742268
114,000066,中国长城,2025-04-08,3家机构买入，成功率25.71%,14.99,9.978,87080330.3,475427745.48,388347415.18,863775160.66,2839410714.0,3.066845168635,30.420930526221,6.2933,48351591671.62,日涨幅偏离值达到7%的前5只证券,10.00667111,9.40627085,5.27018012,2.00133422
115,000069,华侨城A,2025-11-11,普通席位买入，成功率49.74%,2.93,10.1504,28584391.44,240104223.86,211519832.42,451624056.28,1648422316.0,1.734045405874,27.397351509769,4.8858,20212903218.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,-4.09556314,-3.75426621,-7.16723549,-7.50853242
116,000070,特发信息,2025-12-11,3家机构卖出，成功率22.31%,13.37,-9.9663,-191260577.64,273849084.0,465109661.64,738958745.64,3464158613.0,-5.521126455418,21.331550549299,27.3767,11881636251.24,日振幅值达到15%的前5只证券,-2.61780105,-8.6013463,-13.01421092,-6.65669409
117,000070,特发信息,2025-12-11,3家机构卖出，成功率22.31%,13.37,-9.9663,-191260577.64,273849084.0,465109661.64,738958745.64,3464158613.0,-5.521126455418,21.331550549299,27.3767,11881636251.24,日跌幅偏离值达到7%的前5只证券,-2.61780105,-8.6013463,-13.01421092,-6.65669409
118,000070,特发信息,2025-12-05,3家机构买入，成功率32.92%,14.38,10.023,58838179.08,287563385.08,228725206.0,516288591.08,2315383377.0,2.541185173241,22.298190278491,19.1212,12779201891.76,日涨幅偏离值达到7%的前5只证券,1.59944367,-6.11961057,-9.45757997,-18.21974965
119,000070,特发信息,2025-12-04,2家机构卖出，成功率23.69%,13.07,-2.4627,-5750366.76000002,244517906.6,250268273.36,494786179.96,2959793486.0,-0.19428270206,16.716915632809,25.5912,11615032595.64,日振幅值达到15%的前5只证券,10.02295333,11.78270849,2.29533282,-11.01759755
120,000070,特发信息,2025-12-02,2家机构买入，成功率30.13%,14.74,3.876,-68798364.52,323366206.78,392164571.3,715530778.08,4161996839.0,-1.653013377505,17.19200676404,32.1472,13099126278.48,日换手率达到20%的前5只证券,-9.09090909,-11.32971506,-8.41248304,-24.01628223
121,000070,特发信息,2025-12-01,2家机构买入，成功率24.22%,14.19,1.2848,16169175.42,357891163.6,341721988.18,699613151.78,4138182389.0,0.390731338062,16.906290878809,33.5037,12610352909.88,日换手率达到20%的前5只证券,3.87596899,-5.56730092,2.95983087,-13.88301621
122,000070,特发信息,2025-11-27,主力做T，成功率35.07%,14.44,3.7356,140974033.26,703763145.32,562789112.06,1266552257.38,9099581981.0,1.549236366619,13.918796050462,40.7449,12832522622.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.97783934,-1.73130194,-9.48753463,-7.4099723
123,000070,特发信息,2025-11-27,1家机构买入，成功率36.88%,14.44,3.7356,11651202.25,394941678.29,383290476.04,778232154.33,5117688823.0,0.227665312468,15.206711100379,40.7449,12832522622.88,日换手率达到20%的前5只证券,-2.97783934,-1.73130194,-9.48753463,-7.4099723
124,000070,特发信息,2025-11-27,1家机构买入，成功率36.88%,14.44,3.7356,11651202.25,394941678.29,383290476.04,778232154.33,5117688823.0,0.227665312468,15.206711100379,40.7449,12832522622.88,日振幅值达到15%的前5只证券,-2.97783934,-1.73130194,-9.48753463,-7.4099723
125,000070,特发信息,2025-11-26,买一主买，成功率37.96%,13.92,10.0395,19014321.06,299661387.73,280647066.67,580308454.4,3122149775.0,0.609013738298,18.586823061684,25.8391,12370409619.84,日涨幅偏离值达到7%的前5只证券,3.73563218,0.64655172,-3.73563218,6.68103448
126,000070,特发信息,2025-11-24,主力做T，成功率30.24%,11.5,10.0478,134415156.0,344329443.0,209914287.0,554243730.0,2580543127.0,5.208793241765,21.477793732684,18.0473,10219806798.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,21.04347826,23.39130435,27.04347826
127,000070,特发信息,2025-11-24,主力做T，成功率47.09%,11.5,10.0478,-2699932.0,207570893.0,210270825.0,417841718.0,1797725938.0,-0.150185962328,23.242792973486,18.0473,10219806798.0,日涨幅偏离值达到7%的前5只证券,10.0,21.04347826,23.39130435,27.04347826
128,000070,特发信息,2025-08-15,主力做T，成功率32.61%,10.69,-2.7298,-243776025.35,100854332.78,344630358.13,445484690.91,1837743111.0,-13.264967442449,24.240857617341,19.2405,9499976927.88,日振幅值达到15%的前5只证券,-0.84190833,-6.36108513,-10.66417212,10.00935454
129,000070,特发信息,2025-08-14,1家机构买入，成功率36.63%,10.99,10.01,213924518.78,459417634.56,245493115.78,704910750.34,3145512121.0,6.800944029171,22.410047179087,18.4562,9766580583.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.72975432,-3.54868062,-13.28480437,10.46405823
130,000078,ST海王,2025-12-10,西藏自治区资金买入，成功率6.36%,4.83,4.3197,-27311529.7,207381673.08,234693202.78,442074875.86,2498090043.0,-1.093296447681,17.696514867379,20.7899,12685710696.54,日振幅值达到15%的前5只证券,-8.48861284,-15.32091097,-14.69979296,-23.39544513
131,000078,ST海王,2025-12-09,主力做T，成功率34.01%,4.63,-9.9222,-8535982.50999999,138184053.47,146720035.98,284904089.45,1598961863.0,-0.533845284714,17.818066586995,13.0112,12160422468.94,日跌幅偏离值达到7%的前5只证券,4.31965443,-4.53563715,-8.20734341,-19.65442765
132,000078,ST海王,2025-12-08,主力做T，成功率32.70%,5.14,-2.8355,-77594769.35,321457343.2,399052112.55,720509455.75,4036810646.0,-1.922180061304,17.848482847813,29.1011,13499907449.32,日振幅值达到15%的前5只证券,-9.92217899,-6.0311284,-19.84435798,-20.23346304
133,000078,ST海王,2025-12-05,主力做T，成功率4.44%,5.29,9.9792,0.0,13245294437.63,13245294437.63,13245294437.63,13245294437.63,0.0,100.0,22.7495,13893873620.02,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,-2.83553875,-12.47637051,-22.68431002,-20.03780718
134,000078,ST海王,2025-12-05,1家机构买入，成功率14.94%,5.29,9.9792,-56963709.9500001,520928337.76,577892047.71,1098820385.47,7583440056.0,-0.751159230235,14.489735230393,22.7495,13893873620.02,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.83553875,-12.47637051,-22.68431002,-20.03780718
135,000078,ST海王,2025-12-05,1家机构买入，成功率40.02%,5.29,9.9792,-8174133.55000001,257572404.19,265746537.74,523318941.93,3099607704.0,-0.2637150998,16.883392735625,22.7495,13893873620.02,日涨幅偏离值达到7%的前5只证券,-2.83553875,-12.47637051,-22.68431002,-20.03780718
136,000078,ST海王,2025-12-02,1家机构买入，成功率27.08%,4.11,9.893,16462745.43,278224539.99,261761794.56,539986334.55,2826625265.0,0.58241697737,19.103569943857,8.7774,10794673077.18,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9756691,17.03163017,12.65206813,3.40632603
137,000078,ST海王,2025-11-28,主力做T，成功率44.77%,3.4,10.0324,72867336.04,177534306.46,104666970.42,282201276.88,1332549916.0,5.468263152102,21.177538904291,15.6359,8929899869.2,日涨幅偏离值达到7%的前5只证券,10.0,20.88235294,55.58823529,20.29411765
138,000078,ST海王,2025-11-27,2家机构买入，成功率15.58%,3.09,9.9644,-91925135.32,112701104.87,204626240.19,317327345.06,1245485781.0,-7.380665176779,25.478198940595,15.6573,8115703116.42,日涨幅偏离值达到7%的前5只证券,10.03236246,21.03559871,55.66343042,43.0420712
139,000078,ST海王,2025-11-27,2家机构买入，成功率22.57%,3.09,9.9644,-781315.819999993,215257366.37,216038682.19,431296048.56,1502679200.0,-0.051994851596,28.701804653981,15.6573,8115703116.42,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.03236246,21.03559871,55.66343042,43.0420712
140,000096,广聚能源,2025-05-29,广东资金卖出，成功率16.50%,15.03,-10.0,-175232147.32,266796875.0,442029022.32,708825897.32,1679852746.0,-10.431399284089,42.195716202377,8.2602,7678045440.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,-3.26014637,-6.12109115,-8.38323353,-5.52228876
141,000096,广聚能源,2025-05-29,主力做T，成功率27.75%,15.03,-10.0,-97721375.0,65544037.0,163265412.0,228809449.0,638063056.0,-15.315316265545,35.860005817356,8.2602,7678045440.0,日跌幅偏离值达到7%的前5只证券,-3.26014637,-6.12109115,-8.38323353,-5.52228876
142,000096,广聚能源,2025-05-28,广东资金卖出，成功率30.70%,16.7,-9.973,-110396769.53,225385574.0,335782343.53,561167917.53,1041789690.0,-10.596838362837,53.865758407534,11.4846,8531161600.0,日跌幅偏离值达到7%的前5只证券,-10.0,-12.93413174,-17.06586826,-17.84431138
143,000096,广聚能源,2025-02-28,主力做T，成功率57.44%,22.0,-1.3453,52058818.5,196637337.95,144578519.45,341215857.4,860383576.0,6.050652284883,39.658574026522,7.9236,11238656000.0,日振幅值达到15%的前5只证券,-10.0,-9.54545455,-13.95454545,-14.09090909
144,000096,广聚能源,2025-02-27,广东资金买入，成功率43.02%,22.3,10.0148,5766410.0,47296116.0,41529706.0,88825822.0,96375492.0,5.983274253998,92.16640056167,0.3606,11391910400.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.34529148,-11.21076233,-12.55605381,-17.93721973
145,000096,广聚能源,2025-02-25,1家机构买入，成功率48.57%,18.43,10.0299,126499270.93,186252698.07,59753427.14,246006125.21,443900458.0,28.49721568208,55.419209594508,0.7921,9414928640.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98372219,20.99837222,7.97612588,-2.11611503
146,000096,广聚能源,2025-02-21,2家机构卖出，成功率33.33%,15.23,-6.3921,-32892681.51,69831757.4,102724438.91,172556196.31,374933498.0,-8.772937517042,46.023147366256,4.8114,7780215040.0,日跌幅偏离值达到7%的前5只证券,9.98030204,21.01116218,44.45173999,24.29415627
147,000096,广聚能源,2025-02-20,广东资金买入，成功率20.24%,16.27,10.0068,-144492593.74,108719075.75,253211669.49,361930745.24,619301877.0,-23.331528468789,58.441732324993,8.2442,8311496960.0,日振幅值达到15%的前5只证券,-6.39213276,2.95021512,37.06207744,19.85248924
148,000096,广聚能源,2025-02-18,1家机构买入，成功率35.56%,15.33,9.9713,24860415.6,63052634.6,38192219.0,101244853.6,157522742.0,15.782112020371,64.273166093059,0.689,7831299840.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.52250489,6.13176778,20.22178735,29.81082844
149,000099,中信海直,2025-02-14,主力做T，成功率28.16%,28.48,4.3223,25352824.25,205217501.02,179864676.77,385082177.79,2684837166.0,0.94429653206,14.342850384618,12.6739,22093933501.76,日振幅值达到15%的前5只证券,-1.61516854,-7.9002809,-4.28370787,-9.41011236
150,000156,华数传媒,2025-02-13,浙江资金买入，成功率54.72%,9.43,1.1803,-35230482.41,145799645.9,181030128.31,326829774.21,1950835167.0,-1.805917947654,16.753325946682,11.9925,16029829520.11,日振幅值达到15%的前5只证券,-4.98409332,-3.60551432,-10.71049841,-13.04347826
151,000156,华数传媒,2025-02-12,1家机构买入，成功率26.67%,9.32,10.0354,-79888724.6,134202368.38,214091092.98,348293461.36,1385709130.0,-5.765187142846,25.134673202305,4.6476,15842843173.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.18025751,-3.86266094,-9.65665236,-10.08583691
152,000158,常山北明,2025-10-16,买一主买，成功率54.22%,24.57,9.9821,520873072.49,726312472.61,205439400.12,931751872.73,3625389486.0,14.367368651049,25.700738536593,9.6763,39015495284.22,日涨幅偏离值达到7%的前5只证券,-0.69190069,2.27920228,-4.5991046,-7.73300773
