序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
874,广发证券股份有限公司上海南泉北路证券营业部,2025-05-08,1,0,19968476.8,152179.5,19816297.3,晨曦航空,10000584247
875,甬兴证券有限公司宁波和源路证券营业部,2025-05-19,1,0,19809636.0,0.0,19809636.0,万安科技,10000147202
876,东方证券股份有限公司无锡新生路证券营业部,2025-05-09,3,1,28268579.0,8489018.0,19779561.0,安乃达 红墙股份 迎丰股份 万事利,10517841
877,平安证券股份有限公司银川凤凰北街证券营业部,2025-05-28,2,0,19828965.0,79578.0,19749387.0,亚振家居 广康生化,10174511
878,国金证券股份有限公司深圳分公司,2025-05-07,3,1,45014927.8,25269436.0,19745491.8,华阳新材 中欣氟材 华纺股份 北方长龙,10000104821
879,国泰海通证券股份有限公司北京金融街证券营业部,2025-05-28,1,0,19739545.0,,19739545.0,中毅达,10124786
880,财通证券股份有限公司温岭中华路证券营业部,2025-05-08,1,1,26839565.0,7100953.0,19738612.0,山东墨龙 东方中科,10022026
881,国金证券股份有限公司深圳湾一号证券营业部,2025-05-13,3,0,31008872.45,11362273.72,19646598.73,*ST华西 七丰精工 太湖雪,10396105
882,国投证券股份有限公司西安曲江池南路证券营业部,2025-05-20,2,1,37768155.0,18161942.0,19606213.0,保变电气 亚泰集团,10573482
883,国信证券股份有限公司深圳红岭中路证券营业部,2025-05-27,3,2,54194185.45,34596301.54,19597883.91,胜业电气 瑞奇智造 骑士乳业 保丽洁 中科美菱,10045166
884,东方证券股份有限公司杭州金鸡路证券营业部,2025-05-27,1,0,19616638.0,27008.0,19589630.0,格力博,10000076997
885,浙商证券股份有限公司深圳后海大道证券营业部,2025-05-09,1,0,19584402.05,,19584402.05,麒盛科技,10030396
886,长江证券股份有限公司温岭横湖中路证券营业部,2025-05-29,1,0,19568852.9,,19568852.9,汇金通,10429182
887,东北证券股份有限公司青岛分公司,2025-05-15,1,1,63315207.0,43748753.06,19566453.94,吉林化纤 川宁生物,10192764
888,中信证券股份有限公司深圳滨海大道证券营业部,2025-05-21,2,0,19505280.14,,19505280.14,*ST尔雅 拉芳家化,10434522
889,广发证券股份有限公司韶关解放路证券营业部,2025-05-14,1,0,19458298.0,,19458298.0,中远海发,10177324
890,长江证券股份有限公司上海分公司,2025-05-16,1,0,19436160.0,,19436160.0,*ST华幸,10484958
891,华泰证券股份有限公司江西分公司,2025-05-08,1,0,19617421.0,216498.0,19400923.0,华伍股份,10427427
892,中信证券股份有限公司杭州凤起路证券营业部,2025-05-23,1,1,43599024.0,24209017.0,19390007.0,南京港 丽人丽妆,10046604
893,国信证券股份有限公司上海北京东路证券营业部,2025-05-14,2,0,22531331.0,3186947.0,19344384.0,鑫磊股份 国芳集团,10045169
894,国金证券股份有限公司北京崇文门外大街证券营业部,2025-05-22,2,0,19290294.52,0.0,19290294.52,空港股份 路畅科技,10510717
895,国泰海通证券股份有限公司成都北一环路证券营业部,2025-05-13,1,0,19697350.0,428654.0,19268696.0,东方日升,10026897
896,中信建投证券股份有限公司北京望京证券营业部,2025-05-22,1,0,19259979.0,,19259979.0,华纺股份,10146933
897,甬兴证券有限公司天津解放北路证券营业部,2025-05-19,1,0,19254615.4,0.0,19254615.4,天元宠物,10000565545
898,爱建证券有限责任公司上海江宁路证券营业部,2025-05-29,1,0,19207500.0,,19207500.0,合兴股份,10508940
899,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-05-09,10,8,125569787.38,106370126.17,19199661.21,渝三峡A 晟楠科技 ST椰岛 中超控股 芭薇股份 七丰精工 红墙股份 莱赛激光 九洲集团 慧为智能 华伍股份,10495103
900,中信建投证券股份有限公司东莞东莞大道证券营业部,2025-05-30,1,0,19198086.53,0.0,19198086.53,路桥信息,10451918
901,中国银河证券股份有限公司柳州友谊路证券营业部,2025-05-29,1,0,19184963.0,,19184963.0,福华尚纬,10339031
902,中国国际金融股份有限公司上海分公司,2025-05-20,6,5,180466696.82,161291661.9,19175034.92,贵航股份 永安药业 浙文互联 中超控股 通达股份 连云港 百合股份 中洲特材 迎丰股份 美农生物 益方生物,10088113
903,华鑫证券有限责任公司上海分公司,2025-05-28,1,0,19140798.0,,19140798.0,锦泓集团,10274545
904,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-05-30,1,0,19149876.0,15281.0,19134595.0,御银股份,10993985
905,财通证券股份有限公司杭州丽水路第二证券营业部,2025-05-29,2,0,19142326.49,56810.72,19085515.77,机科股份 瑞奇智造,10082588
906,中国国际金融股份有限公司上海分公司,2025-05-22,4,3,69826521.99,50742170.96,19084351.03,源飞宠物 科新发展 乐山电力 国光电器 正和生态 永安药业 天元宠物,10088113
907,中信证券股份有限公司北京总部证券营业部,2025-05-27,1,0,19145737.0,78557.0,19067180.0,ST海龙,10361413
908,联储证券股份有限公司浙江分公司,2025-05-07,1,0,19049844.0,0.0,19049844.0,中超控股,10638001
909,东方证券股份有限公司汕头长平路证券营业部,2025-05-27,1,0,19011481.0,,19011481.0,通达电气,10173185
910,长江证券股份有限公司上海东明路证券营业部,2025-05-06,1,0,20465364.99,1503462.0,18961902.99,信质集团,10093321
911,中泰证券股份有限公司北京大望路证券营业部,2025-05-12,2,0,18952770.0,0.0,18952770.0,赛福天 宏工科技,10940111
912,联储证券股份有限公司上海中山西路证券营业部,2025-05-21,1,0,18907388.61,,18907388.61,中邮科技,10048125
913,海通证券股份有限公司嵊州高杨路证券营业部,2025-05-15,1,0,19025638.8,121090.0,18904548.8,纳尔股份,10108377
914,中银国际证券股份有限公司上海欧阳路证券营业部,2025-05-06,1,0,18896048.64,,18896048.64,汉商集团,10047162
915,甬兴证券有限公司天津解放北路证券营业部,2025-05-15,1,0,18895747.0,,18895747.0,连云港,10000565545
916,国金证券股份有限公司成都武成大街证券营业部,2025-05-06,2,0,19112039.91,257114.05,18854925.86,广道退 迪生力,10112547
917,第一创业证券股份有限公司佛山第一分公司,2025-05-27,1,0,18837037.0,,18837037.0,宁波远洋,10115975
918,湘财证券股份有限公司杭州五星路证券营业部,2025-05-12,1,0,18835600.0,0.0,18835600.0,恒而达,10916991
919,华鑫证券有限责任公司杭州分公司,2025-05-07,1,0,20455230.86,1649779.02,18805451.84,慧为智能,10000055313
920,华泰证券股份有限公司北京东三环北路证券营业部,2025-05-21,1,0,42551438.78,23787730.6,18763708.18,王子新材,10079640
921,联储证券股份有限公司宁波分公司,2025-05-14,1,0,18728907.0,0.0,18728907.0,渝三峡A,10915756
922,华鑫证券有限责任公司金华双龙南街证券营业部,2025-05-29,1,0,18717475.7,,18717475.7,均瑶健康,10000055278
923,华鑫证券有限责任公司无锡人民中路证券营业部,2025-05-06,1,0,18687846.5,,18687846.5,同益中,10000144336
924,东方证券股份有限公司无锡新生路证券营业部,2025-05-20,1,0,18848852.0,180634.0,18668218.0,金利华电,10517841
925,甬兴证券有限公司北京分公司,2025-05-14,1,0,18660796.0,,18660796.0,苏州龙杰,10000213384
926,浙商证券股份有限公司丽水分公司,2025-05-28,1,0,18719956.0,64132.0,18655824.0,滨海能源,10021969
927,华泰证券股份有限公司上海静安区威海路证券营业部,2025-05-08,1,0,18628854.95,,18628854.95,安乃达,10101046
928,信达证券股份有限公司温州瓯江路证券营业部,2025-05-29,1,0,18600106.0,,18600106.0,汇金通,10638007
929,麦高证券有限责任公司成都丽都路证券营业部,2025-05-15,1,0,18595738.0,0.0,18595738.0,通达股份,10506068
930,中国中金财富证券有限公司重庆两江新区证券营业部,2025-05-22,1,0,18542530.0,,18542530.0,拱东医疗,10159803
931,华鑫证券有限责任公司上海云锦路证券营业部,2025-05-07,1,0,18535792.0,0.0,18535792.0,苏奥传感,10048457
932,国金证券股份有限公司深圳湾一号证券营业部,2025-05-08,4,0,42493775.89,23971139.62,18522636.27,春光智能 东通退 美心翼申 众捷汽车,10396105
933,东亚前海证券有限责任公司浙江分公司,2025-05-27,1,0,18506907.8,,18506907.8,均瑶健康,10000011376
934,国盛证券有限责任公司南昌桃花路证券营业部,2025-05-15,1,0,18482960.0,,18482960.0,展鹏科技,10035542
935,甬兴证券有限公司台州分公司,2025-05-30,1,0,18480932.0,,18480932.0,时代出版,10000505782
936,上海证券有限责任公司上海分公司,2025-05-20,1,0,18478080.0,2160.0,18475920.0,ST棕榈,10913317
937,国信证券股份有限公司北京分公司,2025-05-29,3,2,28675840.85,10214212.48,18461628.37,胜业电气 广康生化 机科股份 信邦智能,10122926
938,华鑫证券有限责任公司上海分公司,2025-05-15,2,1,70663820.0,52262848.0,18400972.0,吉林化纤 茂化实华 通达股份,10274545
939,长城证券股份有限公司西安锦业路营业部,2025-05-12,1,1,60528513.2,42134016.36,18394496.84,七丰精工,10484324
940,华鑫证券有限责任公司深圳益田路证券营业部,2025-05-20,2,1,36528561.67,18136255.0,18392306.67,三生国健 湖南发展 雪榕生物,10495078
941,华鑫证券有限责任公司上海嘉定棋盘路证券营业部,2025-05-26,1,0,18378194.0,10536.0,18367658.0,中科信息,10026771
942,中信证券股份有限公司杭州凤起路证券营业部,2025-05-21,1,0,18310053.0,,18310053.0,铁流股份,10046604
943,财信证券股份有限公司杭州长生路证券营业部,2025-05-06,1,0,18306596.89,,18306596.89,汉商集团,10656871
944,中信证券股份有限公司杭州凤起路证券营业部,2025-05-27,2,0,18284290.85,13350.0,18270940.85,百利电气 恒久退,10046604
945,华西证券股份有限公司成都龙腾东路证券营业部,2025-05-27,1,0,18312966.0,72343.0,18240623.0,哈焊华通,10414809
946,华泰证券股份有限公司上海徐汇区龙启路证券营业部,2025-05-06,2,1,37493874.0,19260650.0,18233224.0,信质集团 华银电力,10046455
947,国金证券股份有限公司北京崇文门外大街证券营业部,2025-05-30,1,0,18172576.51,,18172576.51,时代出版,10510717
948,浙商证券股份有限公司丽水分公司,2025-05-30,1,0,18160872.0,,18160872.0,福华尚纬,10021969
949,方正证券股份有限公司温州怀江路证券营业部,2025-05-12,1,0,18155931.23,,18155931.23,中邮科技,10495041
950,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-05-07,9,6,240220132.51,222072957.91,18147174.6,广道退 大众交通 亚太实业 茂业商业 九芝堂 红宝丽 肯特催化 金麒麟 鸿博股份 川润股份 天娱数科 南方精工 *ST瑞和 中欣氟材,10678762
951,东亚前海证券有限责任公司浙江分公司,2025-05-20,2,1,32748548.75,14611686.0,18136862.75,*ST九鼎 创源股份,10000011376
952,中信建投证券股份有限公司上海营口路证券营业部,2025-05-07,5,1,25048013.04,6957206.44,18090806.6,荣丰控股 艾艾精工 兰州黄河 *ST四通 永安药业 赛隆退,10028716
953,广发证券股份有限公司郑州农业路证券营业部,2025-05-07,1,0,18145090.0,61760.0,18083330.0,永安药业,10031937
954,信达证券股份有限公司温州瓯江路证券营业部,2025-05-19,1,0,18082275.0,,18082275.0,吉华集团,10638007
955,瑞银证券有限责任公司上海浦东新区花园石桥路第二证券营业部,2025-05-22,5,6,95380213.75,77318479.67,18061734.08,廊坊发展 百利电气 乐山电力 宜宾纸业 连云港 东贝集团 汇得科技 通达电气 *ST集友 退市太和 航天南湖,10342152
956,中泰证券股份有限公司常州惠国路证券营业部,2025-05-14,2,0,18010647.0,0.0,18010647.0,*ST三房 集泰股份,10741097
957,东方证券股份有限公司福州五四路证券营业部,2025-05-29,2,0,18000000.0,0.0,18000000.0,*ST启环 侨银股份,10456965
958,国泰海通证券股份有限公司深圳深南大道京基一百营业部,2025-05-07,1,0,18120164.8,138540.0,17981624.8,通易航天,10717069
959,中国国际金融股份有限公司上海分公司,2025-05-12,3,1,30045048.0,12097541.0,17947507.0,华电辽能 信立泰 南方路机 鑫磊股份,10088113
960,华泰证券股份有限公司北京月坛南街证券营业部,2025-05-29,1,0,17887011.8,,17887011.8,ST信通,10072922
961,联储证券股份有限公司上海中山西路证券营业部,2025-05-29,3,1,79454342.4,61587151.18,17867191.22,青岛金王 京华激光 尤夫股份 均瑶健康,10048125
962,华鑫证券有限责任公司深圳益田路证券营业部,2025-05-08,1,0,17808202.0,,17808202.0,华电辽能,10495078
963,国泰海通证券股份有限公司深圳海岸城海德三道证券营业部,2025-05-29,1,0,17797266.0,,17797266.0,福华尚纬,10125886
964,长江证券股份有限公司武汉汉阳大道证券营业部,2025-05-08,1,0,17786429.0,0.0,17786429.0,金龙机电,10549246
965,中信证券股份有限公司杭州凤起路证券营业部,2025-05-16,1,0,17788057.83,10580.0,17777477.83,拓新药业,10046604
966,长江证券股份有限公司温岭横湖中路证券营业部,2025-05-07,1,0,17756053.72,,17756053.72,麒盛科技,10429182
967,开源证券股份有限公司西安高新成章路证券营业部,2025-05-30,1,0,17728400.0,0.0,17728400.0,尤夫股份,10657381
968,国新证券股份有限公司北京中关村大街证券营业部,2025-05-21,1,0,20875690.0,3157875.0,17717815.0,金龙羽,10919501
969,麦高证券有限责任公司北京第二分公司,2025-05-22,1,1,20998159.0,3288187.0,17709972.0,国科天成,10488161
970,麦高证券有限责任公司北京分公司,2025-05-22,1,1,20998159.0,3288187.0,17709972.0,拱东医疗,10488161
971,国泰海通证券股份有限公司上海分公司,2025-05-09,1,0,17648940.0,0.0,17648940.0,利君股份,10201214
972,中信建投证券股份有限公司南昌北京东路证券营业部,2025-05-23,1,0,17651726.0,4542.0,17647184.0,滨海能源,10131328
973,中信证券股份有限公司北京紫竹院路证券营业部,2025-05-14,1,0,17580205.01,,17580205.01,中远海发,10120512
974,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-05-26,1,0,32987403.0,15433638.0,17553765.0,融发核电,10993985
975,信达证券股份有限公司温州瓯江路证券营业部,2025-05-15,1,0,17534914.66,,17534914.66,苏州龙杰,10638007
976,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,2025-05-22,3,2,71716975.2,54210461.0,17506514.2,乐山电力 利君股份 三生国健 海辰药业 华研精机,10025080
977,华福证券有限责任公司杭州五星路证券营业部,2025-05-22,2,0,17468160.0,0.0,17468160.0,宝光股份 ST棕榈,10709086
978,东方财富证券股份有限公司泉州田安路证券营业部,2025-05-29,1,0,17448694.0,,17448694.0,京华激光,10374709
979,华鑫证券有限责任公司绍兴胜利东路证券营业部,2025-05-27,1,0,17447832.0,,17447832.0,科捷智能,10000170384
980,财通证券股份有限公司杭州丽水路证券营业部,2025-05-28,1,0,17445857.0,,17445857.0,利柏特,10082588
981,华鑫证券有限责任公司上海光复路证券营业部,2025-05-27,3,1,23956237.0,6532126.0,17424111.0,长城电工 宿迁联盛 汇金通,10993987
982,中国银河证券股份有限公司广州华夏路证券营业部,2025-05-21,2,1,30032570.54,12621700.84,17410869.7,中邮科技 丰茂股份,10141412
983,东亚前海证券有限责任公司浙江分公司,2025-05-30,2,1,40841142.8,23435725.68,17405417.12,时代出版 霍普股份 均瑶健康,10000011376
984,东方证券股份有限公司无锡新生路证券营业部,2025-05-15,2,0,17400711.98,,17400711.98,ST新华锦 安正时尚,10517841
985,华宝证券股份有限公司杭州学院路证券营业部,2025-05-15,1,0,17406746.0,6794.0,17399952.0,宏工科技,10108337
986,平安证券股份有限公司温州市府路证券营业部,2025-05-15,1,0,17382689.56,,17382689.56,苏州龙杰,10000039714
987,中信证券股份有限公司浙江分公司,2025-05-15,3,2,81488519.57,64128302.77,17360216.8,华纺股份 渝三峡A 中毅达 青岛金王 尤夫股份,10520724
988,东莞证券股份有限公司厦门分公司,2025-05-23,2,0,18038136.12,697380.29,17340755.83,空港股份 晟楠科技,10145500
989,粤开证券股份有限公司陕西分公司,2025-05-19,1,0,17337020.0,,17337020.0,*ST华幸,10507252
990,粤开证券股份有限公司陕西分公司,2025-05-16,1,0,17337020.0,,17337020.0,*ST华幸,10507252
991,上海证券有限责任公司上海分公司,2025-05-27,1,0,17405981.0,74744.0,17331237.0,ST云动,10913317
992,恒泰证券股份有限公司上海河南南路证券营业部,2025-05-27,1,0,17340382.34,9989.0,17330393.34,新天地,10456489
993,东方证券股份有限公司厦门仙岳路证券营业部,2025-05-23,1,0,30056791.0,12734554.0,17322237.0,金龙羽,10492163
994,招商证券股份有限公司成都天府三街证券营业部,2025-05-12,2,0,18193019.98,872193.0,17320826.98,*ST步森 *ST和科,10641124
995,东海证券股份有限公司福州长乐北路证券营业部,2025-05-28,1,0,17290988.0,,17290988.0,海利尔,10913655
996,中国银河证券股份有限公司北京学院南路证券营业部,2025-05-09,1,0,17293204.6,12358.0,17280846.6,狄耐克,10023559
997,华泰证券股份有限公司北京东三环北路证券营业部,2025-05-22,1,0,17217974.0,,17217974.0,宝光股份,10079640
998,中信证券股份有限公司宁波天童北路证券营业部,2025-05-06,1,1,20438625.47,3260733.45,17177892.02,汉商集团 美心翼申,10140902
999,联储证券股份有限公司上海松林路证券营业部,2025-05-09,1,0,17145600.0,,17145600.0,麒盛科技,10516788
1000,麦高证券有限责任公司成都丽都路证券营业部,2025-05-13,1,0,17110550.0,,17110550.0,宁波远洋,10506068
1001,国信证券股份有限公司北京分公司,2025-05-20,3,2,57315551.0,40216776.97,17098774.03,空港股份 雪榕生物 迎丰股份 普利退,10122926
1002,海通证券股份有限公司广州东风西路营业部,2025-05-14,1,1,24185926.8,7091173.3,17094753.5,方大新材 华光源海,10023380
1003,中银国际证券股份有限公司上海欧阳路证券营业部,2025-05-20,1,0,17054029.78,,17054029.78,苏州龙杰,10047162
1004,联储证券股份有限公司宁波分公司,2025-05-07,1,0,17025975.0,0.0,17025975.0,中超控股,10915756
1005,国信证券股份有限公司浙江互联网分公司,2025-05-13,4,1,60460988.6,43441841.0,17019147.6,宁波东力 连云港 跨境通 春光科技 哈森股份,10000213448
1006,中信建投证券股份有限公司厦门分公司,2025-05-16,1,0,17003089.07,2508.0,17000581.07,集泰股份,10470577
1007,东莞证券股份有限公司江苏常熟营业部,2025-05-15,2,1,29883593.24,12891899.96,16991693.28,天工股份,10000667965
1008,东莞证券股份有限公司常熟东南大道证券营业部,2025-05-15,2,1,29883593.24,12891899.96,16991693.28,华纺股份,10000667965
1009,东吴证券股份有限公司苏州相城区珍珠湖路证券营业部,2025-05-20,1,0,16945362.0,,16945362.0,综艺股份,10467454
1010,东吴证券股份有限公司苏州相城区珍珠湖路证券营业部,2025-05-19,1,0,16945362.0,,16945362.0,综艺股份,10467454
1011,中国中金财富证券有限公司杭州江河汇证券营业部,2025-05-07,1,0,17004287.0,66805.0,16937482.0,电光科技,10185896
1012,爱建证券有限责任公司上海江宁路证券营业部,2025-05-21,1,0,16936612.0,0.0,16936612.0,天汽模,10508940
1013,中信证券股份有限公司东阳吴宁西路证券营业部,2025-05-21,1,1,28262069.0,11340289.0,16921780.0,金龙羽 宝光股份,10124373
1014,东莞证券股份有限公司江苏常熟营业部,2025-05-06,2,0,16918685.54,0.0,16918685.54,卓兆点胶,10000667965
1015,东莞证券股份有限公司常熟东南大道证券营业部,2025-05-06,2,0,16918685.54,0.0,16918685.54,*ST东珠,10000667965
1016,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-05-14,2,1,27549807.7,10631408.7,16918399.0,南京港 尚荣医疗,10993985
1017,华鑫证券有限责任公司南京清凉门大街证券营业部,2025-05-08,1,0,17012783.0,113274.0,16899509.0,利君股份,10993985
1018,招商证券股份有限公司深圳福华三路证券营业部,2025-05-26,1,0,17275351.0,411360.0,16863991.0,宏工科技,10194673
1019,东亚前海证券有限责任公司浙江分公司,2025-05-14,3,0,41411982.19,24585537.0,16826445.19,展鹏科技 皖通科技 捷安高科,10000011376
1020,广发证券股份有限公司西安南广济街证券营业部,2025-05-13,1,0,16941159.2,123121.0,16818038.2,利君股份,10060377
1021,东方证券股份有限公司厦门仙岳路营业部,2025-05-06,2,0,16806714.13,0.0,16806714.13,卓兆点胶,10492163
1022,东方证券股份有限公司厦门仙岳路证券营业部,2025-05-06,2,0,16806714.13,0.0,16806714.13,华纺股份,10492163
1023,华泰证券股份有限公司深圳深南大道证券营业部,2025-05-26,1,0,16806557.0,,16806557.0,ST交昂,10206039
1024,广发证券股份有限公司上海浦东新区东方路证券营业部,2025-05-22,1,1,69934246.0,53128267.25,16805978.75,利君股份 昆仑万维,10140582
1025,联储证券股份有限公司上海松林路证券营业部,2025-05-13,1,0,16796805.0,0.0,16796805.0,鑫磊股份,10516788
1026,浙商证券股份有限公司三门南山路证券营业部,2025-05-13,2,0,16788378.0,,16788378.0,万通发展 安乃达,10140798
1027,东方证券股份有限公司常熟李闸路证券营业部,2025-05-08,1,0,16777286.0,,16777286.0,佳力图,10663857
1028,兴业证券股份有限公司成都航空路证券营业部,2025-05-16,1,0,18529271.0,1768566.0,16760705.0,日发精机,10127437
1029,联储证券股份有限公司上海松林路证券营业部,2025-05-16,1,0,16758221.4,0.0,16758221.4,红墙股份,10516788
1030,东方证券股份有限公司上海浦东新区银城中路证券营业部,2025-05-09,1,0,16809053.33,127566.0,16681487.33,万向钱潮,10472062
1031,财通证券股份有限公司绍兴袍江袍中北路证券营业部,2025-05-16,1,0,16721244.0,51768.0,16669476.0,永安药业,10456250
1032,国金证券股份有限公司上海浦东新区云鹃北路证券营业部,2025-05-19,1,0,16648949.88,,16648949.88,威高血净,10000503113
1033,国盛证券有限责任公司湖北分公司,2025-05-28,1,0,16627186.0,,16627186.0,海利尔,10941277
1034,国泰海通证券股份有限公司上海静安区新闸路证券营业部,2025-05-13,2,1,90880586.0,74286014.88,16594571.12,凯美特气 拓斯达 长华化学,10430845
1035,浙商证券股份有限公司深圳后海大道证券营业部,2025-05-06,1,1,21582295.0,4999803.0,16582492.0,ST新华锦 华银电力,10030396
1036,中国银河证券股份有限公司柳州友谊路证券营业部,2025-05-07,1,0,16575135.22,,16575135.22,精进电动,10339031
1037,摩根大通证券(中国)有限公司上海银城中路证券营业部,2025-05-14,1,0,16570729.0,,16570729.0,天和磁材,10000100571
1038,国融证券股份有限公司青岛分公司,2025-05-12,1,0,16569280.0,,16569280.0,龙蟠科技,10467512
1039,华源证券股份有限公司深圳分公司,2025-05-13,1,0,16526857.2,0.0,16526857.2,恒而达,10484869
1040,长江证券股份有限公司上海都市路证券营业部,2025-05-27,1,0,16483794.0,,16483794.0,退市创兴,10637982
1041,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-05-29,8,8,119958856.93,103482130.17,16476726.76,胜业电气 美邦股份 古麒绒材 汉邦科技 新安洁 鸿博股份 三友科技 永安药业 金龙羽 机科股份 新天地 瑞奇智造,10495103
1042,中国银河证券股份有限公司大连人民路证券营业部,2025-05-28,1,0,16497729.0,37452.0,16460277.0,玉禾田,10023511
1043,中国银河证券股份有限公司宜昌新世纪证券营业部,2025-05-13,1,0,16514369.55,69014.0,16445355.55,鑫磊股份,10025301
1044,中信证券股份有限公司桐乡振兴东路证券营业部,2025-05-28,1,0,17108856.0,669517.0,16439339.0,利君股份,10147191
1045,方正证券股份有限公司杭州滨江通和路证券营业部,2025-05-26,1,0,16365770.0,,16365770.0,综艺股份,10139307
1046,东方财富证券股份有限公司拉萨团结路第二证券营业部,2025-05-27,10,4,177514819.53,161179739.37,16335080.16,长城电工 瑞奇智造 海森药业 永安药业 宁波远洋 顺景科技 金龙羽 骑士乳业 中科美菱 智莱科技 新天地 天元宠物,10495103
1047,东海证券股份有限公司常州劳动西路证券营业部,2025-05-28,1,0,16333724.0,,16333724.0,海利尔,10027003
1048,申万宏源证券有限公司上海闵行区碧江路证券营业部,2025-05-23,1,0,16367893.0,46471.0,16321422.0,国科天成,10025191
1049,浙商证券股份有限公司杭州城星路证券营业部,2025-05-07,1,1,35005725.65,18707442.4,16298283.25,慧为智能,10949092
1050,中银国际证券股份有限公司上海欧阳路证券营业部,2025-05-19,1,0,16293897.8,,16293897.8,吉华集团,10047162
1051,华源证券股份有限公司武汉分公司,2025-05-14,1,0,16285082.0,0.0,16285082.0,飞力达,10000722572
1052,中信建投证券股份有限公司南昌北京东路证券营业部,2025-05-30,3,1,34543092.76,18263578.26,16279514.5,均瑶健康 路桥信息 霍普股份,10131328
1053,财通证券股份有限公司温岭中华路证券营业部,2025-05-19,1,0,44899146.0,28620137.0,16279009.0,东方中科,10022026
1054,中信建投证券股份有限公司广州珠江新城证券营业部,2025-05-13,1,0,16276890.0,,16276890.0,安乃达,10537531
1055,东海证券股份有限公司苏州吴江中山南路证券营业部,2025-05-20,1,0,16259815.0,0.0,16259815.0,万安科技,10456962
1056,华源证券股份有限公司江苏分公司,2025-05-09,2,3,46947743.39,30705289.57,16242453.82,ST椰岛 华纺股份 中毅达 安乃达,10484864
1057,中信证券股份有限公司东阳吴宁西路证券营业部,2025-05-20,1,0,16186268.0,,16186268.0,湖南天雁,10124373
1058,中山证券有限责任公司东莞钱屋街证券营业部,2025-05-28,1,0,16115827.24,,16115827.24,苏州龙杰,10663816
1059,信达证券股份有限公司温州瓯江路证券营业部,2025-05-26,1,0,16111807.0,8478.0,16103329.0,ST棕榈,10638007
1060,华泰证券股份有限公司上海武定路证券营业部,2025-05-07,2,0,16103098.0,,16103098.0,ST长园 京运通,10098087
1061,联储证券股份有限公司浙江分公司,2025-05-06,1,0,16121439.58,23592.0,16097847.58,渝三峡A,10638001
1062,民生证券股份有限公司河南分公司,2025-05-09,1,0,16100737.0,28964.0,16071773.0,鑫磊股份,10399420
1063,海通证券股份有限公司国际部Y,2025-05-20,1,0,16068156.5,,16068156.5,百合股份,10022092
1064,平安证券股份有限公司湖北分公司,2025-05-21,1,0,16078886.0,35776.0,16043110.0,京基智农,10091245
1065,中国银河证券股份有限公司杭州景芳证券营业部,2025-05-06,1,0,16125248.08,88038.0,16037210.08,渝三峡A,10145141
1066,华泰证券股份有限公司总部,2025-05-19,1,1,23279241.75,7243652.26,16035589.49,百合股份 三生国健,10028451
1067,国金证券股份有限公司深圳湾一号证券营业部,2025-05-20,3,3,43808390.28,27822161.15,15986229.13,胜业电气 通达股份 旭杰科技 五新智能 集泰股份 华光源海,10396105
1068,国信证券股份有限公司吉林分公司,2025-05-23,1,0,15963099.0,6438.0,15956661.0,西陇科学,10448164
1069,长江证券股份有限公司上海安远路证券营业部,2025-05-23,1,0,18410891.0,2462955.0,15947936.0,宏桥控股,10682345
1070,中国国际金融股份有限公司北京建国门外大街证券营业部,2025-05-06,1,0,15945029.26,,15945029.26,华银电力,10050414
1071,金元证券股份有限公司海南分公司,2025-05-14,1,0,15943891.0,,15943891.0,宁波远洋,10023498
1072,东海证券股份有限公司福建厦门分公司,2025-05-16,1,0,15897850.0,0.0,15897850.0,集泰股份,10458658
1073,金元证券股份有限公司海南分公司,2025-05-13,1,0,15890449.0,,15890449.0,宁波远洋,10023498
1074,中信证券股份有限公司北京安外大街证券营业部,2025-05-22,2,1,64856331.6,49010982.69,15845348.91,舒泰神 空港股份 三生国健,10045007
1075,海通证券股份有限公司乌鲁木齐友好北路证券营业部,2025-05-14,1,0,15845290.57,,15845290.57,中远海发,10049340
1076,国金证券股份有限公司南京双龙大道证券营业部,2025-05-09,2,2,42525824.32,26709744.0,15816080.32,华纺股份 中毅达 百达精工,10000550648
1077,华泰证券股份有限公司南京清凉门大街证券营业部,2025-05-09,1,0,20239831.0,4431983.0,15807848.0,山东墨龙,10125435
1078,华福证券有限责任公司厦门分公司,2025-05-20,1,0,15782742.0,,15782742.0,*ST九鼎,10494414
1079,华泰证券股份有限公司上海静安区威海路证券营业部,2025-05-30,1,0,15773677.8,0.0,15773677.8,劲旅环境,10101046
1080,中国银河证券股份有限公司北京中关村大街证券营业部,2025-05-21,1,0,15762650.0,,15762650.0,*ST华幸,10115140
1081,广发证券股份有限公司郑州农业路证券营业部,2025-05-29,1,0,16006148.0,266137.0,15740011.0,侨银股份,10031937
1082,粤开证券股份有限公司深圳深南大道证券营业部,2025-05-27,2,2,30123344.54,14397423.0,15725921.54,滨海能源 顺景科技 天元宠物,10747420
