序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,sina_symbol
2905,688045,必易微,0.54,451977509.07,59.9452914523,20.8087,37598349.72,526.5474738158,75.8503,20.666843639646,2.63,0.176419014985,33.1758348393,半导体,2026-08-15,sh688045
2906,605589,圣泉集团,0.53,6085257643.9,13.7277672937,27.8459,447436932.73,-10.68,52.2949,12.759235605113,4.18,-1.151564743074,24.5925988002,塑料,2026-08-15,sh605589
2907,603997,继峰股份,0.29,13077685438.39,24.2759603967,9.5182,365044111.29,137.26,77.3209,4.322491794185,6.7,0.191127773792,15.583228042,汽车零部件,2026-08-15,sh603997
2908,603956,威派格,-0.23,141197282.41,-57.4050003103,118.551,-130140365.09,-62.5408708148,-24.1185,3.117505277789,-7.08,-0.263297091234,39.4707134647,专用设备,2026-08-15,sh603956
2909,603809,豪能股份,0.2041,1495082213.15,19.311770506,17.5573,187858613.48,2.19,-18.6543,4.042184763136,4.99,0.084563594817,28.0452811258,汽车零部件,2026-08-15,sh603809
2910,603711,香飘飘,0.03,1276688762.39,23.3140734099,-54.644,10859664.36,111.1505955922,-188.3716,8.402238827284,0.31,-0.331736218644,35.104952034,饮料乳品,2026-08-15,sh603711
2911,603697,有友食品,0.29,1033713619.2,34.0824517139,-6.6888,124119438.78,14.42,-11.2959,4.242694827694,6.82,0.461399503481,23.0800350695,休闲食品,2026-08-15,sh603697
2912,603669,灵康药业,0.03,257457947.37,50.0271209486,97.5158,21112693.34,159.08,514.2547,0.815527509666,3.35,-0.019936508955,41.3130295478,化学制药,2026-08-15,sh603669
2913,603568,伟明环保,0.45,3068797068.05,-21.3884539765,10.8064,929541087.65,-34.76,11.5459,7.127763520643,6.08,0.562089926894,46.9249001716,环境治理,2026-08-15,sh603568
2914,603499,翔港科技,0.1949,538406436.53,4.4757485643,4.8097,82585479.06,5.45,69.7378,2.250385476271,8.82,0.327066776656,24.4944165601,包装印刷,2026-08-15,sh603499
2915,603312,西典新能,0.52,1190428753.7,-14.484726781,22.2317,83794695.65,-39.73,-59.8133,11.305097660868,4.59,0.495677422929,15.8743799201,电网设备,2026-08-15,sh603312
2916,603187,海容冷链,0.41,1836692359.13,2.5715450268,19.5197,157008250.79,-28.91,-49.7698,10.986800362957,3.66,-0.097803038811,26.7191572242,通用设备,2026-08-15,sh603187
2917,603053,成都燃气,0.2823,2697933968.16,-4.4850792978,-32.7455,250902896.98,-9.24,-49.7165,5.478755792505,5.01,0.324305869703,20.5720590874,燃气Ⅱ,2026-08-15,sh603053
2918,601921,浙版传媒,0.2907,4607261132.46,-9.5415426882,-11.9503,645981172.66,-4.45,295.5965,6.543476316518,4.39,0.140511236238,30.7902242112,出版,2026-08-15,sh601921
2919,601089,福元医药,0.4,1710146067.1,4.6619435366,10.8247,186196276.96,-30.49,-4.85,7.773777864896,4.86,0.535070388229,60.1771660303,化学制药,2026-08-15,sh601089
2920,600873,梅花生物,0.24,12235095339.54,-0.3693289884,4.4078,661862706.23,-62.56,361.2765,5.58828959342,4.03,0.138768384679,12.9300301342,化学制品,2026-08-15,sh600873
2921,600865,百大集团,0.03,86391074.97,-6.1306403901,-24.8415,11379652.89,-80.33,-158.8508,6.099211975651,0.5,0.04430047781,76.023142417,一般零售,2026-08-15,sh600865
2922,600864,哈投股份,0.19,1572729947.66,6.62,-42.6312,404093057.84,6.33,308.4765,6.367139331802,3.08,-0.007454474867,18.5457890575,证券Ⅱ,2026-08-15,sh600864
2923,600860,京城股份,-0.1,652122001.04,-4.1481619346,10.77,-62633850.04,-297.531279779,5.5618,1.45004799447,-7.58,-0.161910966222,11.6106217332,通用设备,2026-08-15,sh600860
2924,600817,宇通重工,0.19,1498531325.44,-9.7178297692,30.2333,103149929.12,-13.1,31.2078,4.593326425033,3.95,0.762459866275,23.1552134806,环保设备Ⅱ,2026-08-15,sh600817
2925,600794,保税科技,0.04,370582589.5,-11.795748142,50.6903,47856857.88,-1.67,6.6283,2.083783997657,1.92,0.200668013256,26.9602589843,物流,2026-08-15,sh600794
2926,600763,通策医疗,1.03,1586118351.78,4.1020472759,10.0015,458411209.7,32.7,45.3042,9.248127370579,9.53,0.895059901938,42.9469854961,医疗服务,2026-08-15,sh600763
2927,600745,*ST闻泰,-0.32,1514356584.41,-94.0241375365,-14.5109,-406161565.47,-185.74,-14.5779,18.030344769638,-1.65,-0.120985085527,25.7257882774,半导体,2026-08-15,sh600745
2928,600674,川投能源,0.4779,679525406.61,-4.5332623609,6.4322,2329685397.34,-5.34,-39.6253,9.166167791516,5.06,0.090620894574,48.368584199,电力,2026-08-15,sh600674
2929,600661,昂立教育,0.1121,685475781.83,8.4026253095,5.0345,31115668.43,977.3,-73.5384,0.925357306467,12.48,0.543854020064,45.0618047811,教育,2026-08-15,sh600661
2930,600633,浙数文化,0.24,1727286503.66,22.1572468526,-2.3232,301394441.2,-20.13,-11.6647,8.14873259797,2.9,0.143769222657,41.021721382,游戏Ⅱ,2026-08-15,sh600633
2931,600523,贵航股份,0.26,1304875697.97,5.7612251862,19.0552,103242970.48,18.02,44.6861,8.054654098505,3.17,0.001147563219,22.8189464677,汽车零部件,2026-08-15,sh600523
2932,600519,贵州茅台,35.57,92278072083.21,1.3000994756,-31.3105,44516880421.86,-1.95,-36.5904,200.989754763617,16.75,56.54890853726,89.5552128279,白酒Ⅱ,2026-08-15,sh600519
2933,600509,天富能源,0.2192,4148583657.78,2.0397820495,-5.0921,301319287.29,-0.81,-27.9509,5.781395882537,3.89,0.669777567501,22.1480635736,电力,2026-08-15,sh600509
2934,600455,博通股份,0.5395,155187247.49,4.363135942,0.5115,33694398.2,13.55,-2.0496,5.74510206827,9.8527,-1.92061474655,66.4434908974,软件开发,2026-08-15,sh600455
2935,600388,紫金龙净,0.44,5384178272.75,14.961927713,26.7711,556905107.24,25.02,28.0952,8.592301657307,5.02,-0.048846380161,25.4986118392,环保设备Ⅱ,2026-08-15,sh600388
2936,600329,达仁堂,0.84,2454590636.5,-7.3920775705,-38.0026,644747359.84,-66.55,-47.8663,7.714421247778,9.06,1.080504303501,76.0207077377,中药Ⅱ,2026-08-15,sh600329
2937,600298,安琪酵母,1.03,9186922783.9,16.300503045,2.6354,880947198.63,10.21,6.8315,14.34482915862,7.06,0.230291483041,26.7979396289,调味发酵品Ⅱ,2026-08-15,sh600298
2938,600230,沧州大化,0.2433,2152615667.91,-4.1052202347,5.2877,100737314.05,330.75,-25.7929,9.926681254031,2.4527,0.812920733997,14.2333749864,化学制品,2026-08-15,sh600230
2939,600183,生益科技,1.36,19025611766.13,50.0454791459,33.6881,3286977278.33,130.42,83.8154,7.616649944865,18.17,1.228101686219,30.6922750301,元件,2026-08-15,sh600183
2940,600020,中原高速,0.2857,2923216105.08,-5.8556715495,3.2042,686817918.93,3.57,-12.8731,5.297911817629,5.4,0.457511554603,45.8757190722,铁路公路,2026-08-15,sh600020
2941,301439,泓淋电力,0.26,2293154881.8,22.2368412803,10.78,102489931.17,10.84,-14.253,7.659432446818,3.37,-0.403553679572,12.6081330435,电网设备,2026-08-15,sz301439
2942,301391,卡莱特,0.14,316609605.71,16.163803187,43.4874,12537846.84,55.11,-29.089,22.019883670242,0.6,1.808481212682,43.100620003,计算机设备,2026-08-15,sz301391
2943,301305,朗坤科技,0.794,1041084036.35,21.7807551368,7.2686,191738486.03,30.67,5.4645,16.303960603925,4.93,0.967124015549,35.6987299923,环境治理,2026-08-15,sz301305
2944,301282,金禄电子,0.27,1339874625.88,43.466660177,45.3293,55634843.57,6.26,424.23,8.312106256854,3.2,-0.084147778492,15.1322990057,元件,2026-08-15,sz301282
2945,301208,中亦科技,0.1918,660157694.66,74.7062674071,112.278,23015773.07,4.25,156.4004,13.048005452581,1.47,-2.685036960315,18.7454895036,IT服务Ⅱ,2026-08-15,sz301208
2946,301165,锐捷网络,0.6234,8831874964.39,32.826807448,94.4852,694194168.56,53.54,364.7333,4.791849808105,13.09,-2.710189139262,31.6135377812,通信设备,2026-08-15,sz301165
2947,301162,国能日新,0.38,351672267.75,9.6616700324,31.6251,70119963.46,52.52,110.1357,8.676984603635,4.36,0.108305454775,63.6992915743,软件开发,2026-08-15,sz301162
2948,300946,恒而达,0.19,357867758.66,12.0044205918,19.0838,29201866.49,-32.26,3.2981,7.672651432236,2.44,-0.099082066858,27.1663993102,通用设备,2026-08-15,sz300946
2949,300939,秋田微,0.29,640394211.02,1.5579681779,17.8908,34496571.3,-32.7,38.3937,12.0584518385,2.38,0.06161317075,24.3016139203,光学光电子,2026-08-15,sz300939
2950,300871,回盛生物,1.0169,864930090.25,5.1970461219,-11.2401,205760223.49,75.59,64.8998,11.465171263053,9.06,0.635681384658,35.7212124208,动物保健Ⅱ,2026-08-15,sz300871
2951,300812,易天股份,0.04,271359339.75,-10.8424466003,4.854,8307742.9,-72.28,-107.003,3.959923084666,1.07,0.50749007184,27.8322451807,消费电子,2026-08-15,sz300812
2952,300797,钢研纳克,0.2018,610048445.79,22.1576618904,26.2372,76921409.3,32.02,126.1582,3.536685152004,5.67,0.071722093049,49.4583771047,专业服务,2026-08-15,sz300797
2953,300656,民德电子,-0.3085,150799664.51,15.9336900486,30.2876,-52420931.29,-608.05,0.4608,4.568758233861,-6.1,-0.206944372067,27.7116297478,其他电子Ⅱ,2026-08-15,sz300656
2954,300639,凯普生物,0.0484,300069541.11,-4.7377468961,38.4652,31262051.9,134.89,1317.8943,5.890186160394,0.83,0.109378869619,47.3429555144,医疗器械,2026-08-15,sz300639
2955,300570,太辰光,0.7763,1000911536.29,20.8130898986,93.7253,176314614.13,1.71,68.0415,7.344700892563,9.82,-0.319760538853,34.8087299804,通信设备,2026-08-15,sz300570
2956,300481,濮阳惠成,0.21,762045779.29,5.7068730417,15.8914,62224750.02,-11.92,138.5223,8.317474556667,2.55,0.198215730077,21.0570577964,电子化学品Ⅱ,2026-08-15,sz300481
2957,300403,汉宇集团,0.1478,574471096.04,0.3671295193,26.3047,89150175.97,-24.0,67.9555,3.718956714411,3.97,0.208737868192,32.7053702554,家电零部件Ⅱ,2026-08-15,sz300403
2958,300401,花园生物,0.24,692107564.32,8.9313600105,49.964,131924015.28,-18.34,62.4239,6.095813602587,3.72,0.357405300163,45.2498435309,化学制药,2026-08-15,sz300401
2959,300343,联创股份,0.0265,615183699.42,38.8008647348,39.0502,28354180.02,142.36,148.4778,1.85365833569,1.44,0.008539342565,14.9021737648,化学制品,2026-08-15,sz300343
2960,300342,天银机电,0.0584,404397774.52,5.3409707471,9.1933,24824772.49,39.44,41.3179,3.700426527984,1.59,-0.011597864951,25.7676691158,家电零部件Ⅱ,2026-08-15,sz300342
2961,300295,*ST三六五,0.0136,70191187.07,62.5979574999,18.3803,2584969.08,131.42,186.3145,5.716706034512,0.24,0.996550847003,59.5050461796,数字媒体,2026-08-15,sz300295
2962,300234,开尔新材,-0.0024,99076804.37,-12.9750590351,3.462,-1211925.2,-110.43,-231.1819,2.234628329322,-0.11,0.001662737261,21.7320138825,装修建材,2026-08-15,sz300234
2963,300221,银禧科技,0.2005,1286355089.76,18.5088274429,20.4374,93374888.94,95.45,43.0261,3.205326193112,6.16,-0.008846495228,20.7553234768,塑料,2026-08-15,sz300221
2964,300213,佳讯飞鸿,0.01,339650582.82,3.695605859,24.1995,4887049.77,141.68,425.2656,3.452822665516,0.24,0.035546660934,45.3558515228,通信设备,2026-08-15,sz300213
2965,300198,*ST纳川,-0.0802,66847419.69,88.102163423,90.2425,-82683805.99,-7.85,-28.0538,0.421153236841,-26.01,-0.017879669104,27.2488338734,装修建材,2026-08-15,sz300198
2966,300187,永清环保,0.1351,377259449.77,1.6064853428,-18.381,87240214.7,21.62,-3.9407,1.830367849329,7.54,0.090813685246,32.2064787308,环境治理,2026-08-15,sz300187
2967,300105,龙源技术,0.0181,358593199.29,-1.0327173367,129.1724,9321906.49,-67.04,-123.322,3.464473604034,0.51,-0.1966701036,21.7531815758,其他电源设备Ⅱ,2026-08-15,sz300105
2968,300030,阳普医疗,0.1,215097732.0,-6.866566159,25.6709,30814928.63,101.85,-57.8623,2.106251845843,4.85,0.183573694218,47.7042581648,医疗器械,2026-08-15,sz300030
2969,300017,网宿科技,0.1415,2318113258.38,-1.3807909051,7.7757,347899361.77,-6.61,88.1247,4.162629413787,3.24,0.1461649632,35.9188599151,IT服务Ⅱ,2026-08-15,sz300017
2970,003021,兆威机电,0.3,816448456.12,3.7987470384,28.3918,74645686.46,-34.1,-17.7227,18.948607116646,1.72,0.495531909962,30.757321266,电机Ⅱ,2026-08-15,sz003021
2971,002960,青鸟智控,0.1323,2021070556.6,-6.0125011611,31.1062,138709435.31,-12.54,14.3598,5.894769033793,2.16,0.03222563976,37.5552359848,专用设备,2026-08-15,sz002960
2972,002866,传艺科技,0.07,1040029024.78,3.3230212374,-6.759,21557126.51,-48.86,-59.0825,7.245037429109,1.03,0.265984428327,19.525797476,消费电子,2026-08-15,sz002866
2973,002863,今飞凯达,0.08,3056753357.72,18.2511999438,18.8531,49552138.92,9.36,-31.4586,4.713581790919,1.75,0.026199417074,13.5859312787,汽车零部件,2026-08-15,sz002863
2974,002850,科达利,3.41,9208476646.42,38.584142277,22.3004,943018605.91,22.57,4.4993,52.807076556216,6.84,2.926991655761,20.7221995894,电池,2026-08-15,sz002850
2975,002796,世嘉科技,-0.16,407905426.01,-0.71935871,11.6692,-40700891.21,8.76,26.7445,3.295499301477,-4.79,0.006694862514,5.9616207997,通信设备,2026-08-15,sz002796
2976,002772,众兴菌业,0.5093,1085359564.86,19.5533571019,-19.7002,190849287.14,176.51,-82.6981,9.50419529923,5.34,0.457920529,30.9341683706,种植业,2026-08-15,sz002772
2977,002742,冀衡医药,-0.0294,240714752.19,-50.5056144945,-30.3619,-20138456.92,84.62,-49.4459,0.216695870492,-12.72,-0.097829688963,12.0997690939,化学制药,2026-08-15,sz002742
2978,002706,良信股份,0.14,2538384995.15,8.774552061,23.2305,154007810.42,-37.51,72.5834,3.756363265712,3.6,0.139054549306,27.5018453443,电网设备,2026-08-15,sz002706
2979,002697,红旗连锁,0.2,4675894182.46,-2.7471687087,-9.4533,267948940.55,-4.57,-12.034,3.610071279331,5.47,0.21465685536,29.6194019288,一般零售,2026-08-15,sz002697
2980,002655,共达电声,0.0379,717476458.56,9.8687509834,50.0646,13772030.5,-68.03,63.3692,2.400633009295,1.67,0.187039263163,21.3111041297,消费电子,2026-08-15,sz002655
2981,002648,卫星化学,1.85,30713154590.56,30.9167563939,42.2767,6226634598.0,126.94,94.1248,11.294497228178,17.28,2.858500646071,28.0936494598,化学原料,2026-08-15,sz002648
2982,002521,齐峰新材,0.14,1666276293.9,-0.8105949158,7.1581,79540006.6,26.1,-1.7041,7.019720386197,2.0,0.510565587734,12.3146004952,造纸,2026-08-15,sz002521
2983,002421,达实智能,-0.0086,1091656916.47,10.2426640011,11.541,-18198341.32,79.5,87.8171,1.279639115535,-0.67,-0.049808715433,25.6151832385,IT服务Ⅱ,2026-08-15,sz002421
2984,002396,星网锐捷,0.4939,10728935713.24,20.7331209302,74.8111,372707820.7,75.86,801.1616,9.511691549437,5.21,-4.689330727692,29.8364129877,通信设备,2026-08-15,sz002396
2985,002313,日海智能,0.0386,1457814617.23,10.9260237693,17.4823,14468973.13,133.27,-53.2513,0.229892510443,20.51,-0.493895310443,13.8465722194,通信设备,2026-08-15,sz002313
2986,002309,中利集团,0.04,1478304701.7,76.566777605,26.3429,114921265.69,261.37,535.9479,0.658654889706,6.02,-0.153464357452,9.0793089196,电网设备,2026-08-15,sz002309
2987,002301,齐心集团,0.11,4811795994.86,0.8085662392,30.3123,76773863.92,-12.25,-20.2725,4.324787464532,2.46,0.230954890283,9.0173568903,文娱用品,2026-08-15,sz002301
2988,002236,大华股份,0.73,16703694265.38,10.027874035,42.0002,2382974277.66,-3.74,141.5079,11.959105403371,6.15,-0.338690676727,43.0578199109,计算机设备,2026-08-15,sz002236
2989,002225,濮耐股份,0.01,2676210666.93,-4.2089052067,5.7664,15205673.67,-77.93,-119.5638,3.510612165981,0.37,0.086536143236,17.5408534029,装修建材,2026-08-15,sz002225
2990,002217,ST合力泰,0.0003,935583135.87,12.2973274033,36.188,2497527.17,-77.9,101.7698,0.249891750299,0.13,-0.010615650794,16.067999614,光学光电子,2026-08-15,sz002217
2991,002193,ST如意,-0.3592,159680769.17,3.3681091809,-5.8352,-93998667.57,1.8,-109.2717,0.785871473667,-37.2,-0.000741989461,5.8458439914,服装家纺,2026-08-15,sz002193
2992,002173,创新医疗,-0.12,337763261.5,-15.880954956,2.6621,-52830895.3,-365.01,-10.0658,3.740682233346,-3.07,-0.005633605132,1.4391852739,医疗服务,2026-08-15,sz002173
2993,002154,报喜鸟,0.2,2628929228.1,9.9615278039,-17.389,291341680.64,47.71,-77.021,3.208842696625,6.14,0.209762511485,64.8877227712,服装家纺,2026-08-15,sz002154
2994,002092,中泰化学,0.0291,15365559032.29,10.1073834304,11.1258,74844825.51,138.55,252.4793,8.339185358575,0.35,0.105437998852,17.6680375728,化学原料,2026-08-15,sz002092
2995,002051,中工国际,0.11,5047982117.65,5.4356390323,15.9694,130274391.08,-26.4,-33.2496,9.358943765257,1.12,-0.282524973403,19.5920210104,专业工程,2026-08-15,sz002051
2996,002049,紫光国微,0.9495,3443429374.17,13.0004772994,29.7017,797706633.99,15.29,38.6196,16.663687414464,5.65,0.973613786752,53.5936044277,半导体,2026-08-15,sz002049
2997,002028,思源电气,1.87,10795207710.32,27.0490902851,36.2881,1463716011.88,13.23,66.153,21.025062066469,9.01,0.29034063463,30.4579609268,电网设备,2026-08-15,sz002028
2998,001296,长江材料,0.37,539578468.85,5.2365525468,49.596,54757833.72,-25.38,50.7767,12.179199909679,3.01,0.232896966802,24.1172921646,非金属材料Ⅱ,2026-08-15,sz001296
2999,001267,汇绿生态,0.03,1036855673.68,49.0075906313,68.2089,27089590.76,-27.79,-17.7944,2.069500288613,1.67,-0.607582633423,20.2606158642,通信设备,2026-08-15,sz001267
3000,001205,盛航股份,0.3861,802481823.55,12.5119741875,-1.5795,72586666.88,33.92,-15.4404,11.54325143367,3.31,1.191491422076,24.2935206803,航运港口,2026-08-15,sz001205
3001,000848,承德露露,0.29,1540469124.44,11.2931890696,-64.7807,297884799.22,15.28,-80.0966,3.161686110701,8.43,-0.181947848741,47.8597804865,饮料乳品,2026-08-15,sz000848
3002,000802,北京文化,-0.0548,97468626.97,-38.2195485632,-3.6409,-39204762.95,83.15,9.7992,0.826729157234,-6.41,-0.038617859509,1.4689733348,影视院线,2026-08-15,sz000802
3003,000791,甘肃能源,0.2588,4169534583.43,6.0774043293,-25.8201,839596217.61,1.8,-27.6558,4.675415568988,5.47,0.642632370397,41.3927817152,电力,2026-08-15,sz000791
3004,000698,ST沈化,0.0949,3128172663.1,21.7480363713,20.0223,77807589.19,24.66,744.8792,1.783709758326,5.48,0.217309237466,8.6183944831,炼化及贸易,2026-08-15,sz000698
3005,000635,英力特,-0.63,804918668.88,-7.1577464446,10.2726,-246806972.09,-58.64,8.7866,2.496913904704,-22.38,-0.45740828625,-17.2888239185,化学原料,2026-08-15,sz000635
3006,000595,新能股份,0.025,404926903.82,20.686175712,12.4104,28839885.14,-74.4,1263.5296,0.450126286889,5.83,0.312270755934,31.286140433,电力,2026-08-15,sz000595
3007,000407,胜利股份,0.1143,2002635461.2,-7.2117152244,-2.2409,100585129.03,13.73,79.4662,3.543235756902,3.26,0.002135398506,13.4675850541,燃气Ⅱ,2026-08-15,sz000407
3008,000001,平安银行,1.24,70617000000.0,1.7755999135,0.1786,25696000000.0,3.3,-23.0669,24.127280222612,5.22,11.079666082655,,银行Ⅱ,2026-08-15,sz000001
3141,688459,哈铁科技,-0.0068,271936532.56,-18.7284821506,74.1323,-3267732.96,-109.76,181.0065,7.082987976313,-0.09,0.112319571812,40.1384665357,轨交设备Ⅱ,2026-08-14,sh688459
3142,688432,有研硅,0.1065,664806850.37,21.2043577946,11.7923,132825162.48,25.71,64.7031,3.649941675573,2.93,0.16606330753,33.5943223924,半导体,2026-08-14,sh688432
3143,688301,奕瑞科技,1.37,1670936176.58,56.658321703,43.5175,405659165.38,21.25,26.9368,24.729060768886,6.37,1.211713695998,47.6833966825,医疗器械,2026-08-14,sh688301
3144,688260,昀冢科技,-0.7605,378282806.17,53.6750374161,41.2862,-91264850.49,8.6771966617,27.4851,1.162667214667,-104.2,0.196489009417,0.3839899134,消费电子,2026-08-14,sh688260
3145,688156,路德科技,0.09,210021444.72,42.9097858489,-9.2917,8926157.25,168.275120492,-119.182,7.660329309712,1.1637,0.325466121808,30.6939250542,环境治理,2026-08-14,sh688156
3146,688041,海光信息,0.78,9099020774.81,66.5195709856,25.5811,1798467918.03,49.69,61.7498,10.916346727968,7.56,-0.183940969266,55.2090490096,半导体,2026-08-14,sh688041
3147,605166,聚合顺,0.2,2648550947.11,-12.5814287693,23.2484,63001048.95,-43.05,-15.0344,6.345529303516,3.14,0.476604529249,7.8113646183,化学纤维,2026-08-14,sh605166
3148,605136,丽人丽妆,0.06,894218293.86,7.6051788709,15.2944,22522877.0,168.7518195499,17.8719,6.056165354537,0.93,0.043816408442,41.2772869091,互联网电商,2026-08-14,sh605136
3149,605090,九丰能源,1.37,9635057579.44,-7.6030789447,14.2215,950223261.9,10.4,18.7583,17.394353805712,8.03,2.489777212812,14.9474535185,燃气Ⅱ,2026-08-14,sh605090
3150,603920,世运电路,0.12,3013137888.7,16.8440432291,27.8432,84082955.99,-78.11,29.5319,8.7725841395,1.29,0.366026287913,13.5581053749,元件,2026-08-14,sh603920
3151,603713,密尔克卫,2.41,7969954668.08,13.2900077403,12.889,381217380.44,8.37,6.7225,30.656951250246,7.92,1.273953356758,10.8505202317,物流,2026-08-14,sh603713
3152,603615,茶花股份,0.04,1194835213.58,219.40023019,24.9921,8596561.12,334.4884950326,-28.5721,4.74657500612,0.75,-0.397096171491,7.5638796432,家居用品,2026-08-14,sh603615
3153,603585,苏利股份,0.2,1334723268.45,2.4702143702,19.494,53939126.15,-32.4,50.5542,14.162316484973,1.94,0.663731306403,20.1921782133,农化制品,2026-08-14,sh603585
3154,603444,吉比特,15.15,3726842297.78,48.01380786,1.7397,1091536495.39,69.31,10.9068,84.072652433643,18.57,17.668642565999,93.7077935337,游戏Ⅱ,2026-08-14,sh603444
3155,603402,陕西旅游,1.24,419103249.38,-18.850115535,54.7537,124663207.57,-39.01,102.7305,28.512635217589,4.25,2.253984827361,63.3982872605,旅游及景区,2026-08-14,sh603402
3156,603256,宏和科技,0.42,1047839470.58,90.3889432493,37.0139,379486597.65,334.32,70.6158,3.26041435496,15.28,0.307898304611,59.343007344,玻璃玻纤,2026-08-14,sh603256
3157,603153,上海建科,0.08,1943962849.22,0.4545455211,7.7117,30770149.46,22.93,31.1212,9.262847391013,0.79,-1.53192887412,30.3251170781,工程咨询服务Ⅱ,2026-08-14,sh603153
3158,603025,大豪科技,0.48,1829579520.89,23.3647757674,18.287,532140198.29,33.45,23.6877,2.473232436799,18.87,0.318157329177,46.1611516656,自动化设备,2026-08-14,sh603025
3159,601068,中铝国际,0.0212,9047900000.0,-6.7068109524,9.5761,107086000.0,4.38,-58.552,1.039401426317,2.1,0.096540104611,14.5630698836,专业工程,2026-08-14,sh601068
3160,600941,中国移动,3.64,538035000000.0,-1.054491889,1.906,78934000000.0,-6.3,69.0137,65.558149257614,5.6,5.296790652716,29.5120205935,通信服务,2026-08-14,sh600941
3161,600816,建元信托,0.1088,111632181.98,-25.45,68.4375,1071335157.81,2559.08,-94.7706,1.535839293362,7.28,0.017995570376,,多元金融,2026-08-14,sh600816
3162,600719,大连热电,0.124,380083145.53,0.1745434464,-93.2541,50134957.18,223.2145896832,-147.1448,0.888005577267,15.11,-0.449612362642,18.3813425382,电力,2026-08-14,sh600719
3163,600211,西藏药业,1.91,1554436303.07,-5.8319834997,14.8352,607962189.14,7.16,3.5297,12.141563703888,15.6,1.486591889457,93.0030801626,生物制品,2026-08-14,sh600211
3164,600168,武汉控股,0.08,1884499668.41,-9.2167871098,11.1956,101260253.3,14.07,45.2115,5.46258458736,1.45,0.259460783933,20.5969803336,环境治理,2026-08-14,sh600168
3175,301256,华融化学,0.06,755068872.74,-1.8779707411,-44.7896,30968764.62,-5.83,-21.7539,3.559444566458,1.79,-0.095676542292,8.9449415806,化学原料,2026-08-14,sz301256
3176,301158,德石股份,0.21,259385483.2,-6.2282728776,66.147,31615275.47,-30.0,329.2372,7.176852899895,2.26,-0.261444343228,36.7261113979,专用设备,2026-08-14,sz301158
3177,301003,江苏博云,0.58,325195411.81,13.6117863335,57.3074,56065133.32,0.29,114.1644,11.898916598478,4.86,0.236487280374,33.1527776791,塑料,2026-08-14,sz301003
3178,300905,宝丽迪,0.38,698845117.84,3.4315732383,1.0058,68605520.59,7.51,-4.9083,10.959029421532,3.47,0.220394411337,20.5759293983,化学纤维,2026-08-14,sz300905
3179,300832,新产业,1.1057,2420253183.41,10.7754284117,14.4499,867709032.67,12.53,-3.6819,11.415149429742,9.26,1.146940489758,70.8839971768,医疗器械,2026-08-14,sz300832
3180,300824,北鼎股份,0.1468,495183921.61,14.6771713267,0.5477,47629721.3,-14.69,-54.6127,2.334290264215,6.3,-0.126750270994,53.5092049129,小家电,2026-08-14,sz300824
3181,300814,中富电路,0.2,1172076037.08,38.0313985307,25.5786,38618620.3,130.08,4.3367,8.537429053489,2.31,-0.274390461163,19.1026073016,元件,2026-08-14,sz300814
3182,300808,久量股份,-0.1684,148395784.43,-6.1841427013,11.1983,-26936912.98,-0.06,42.2957,5.806279536438,-2.86,0.085229126688,10.9920881059,光学光电子,2026-08-14,sz300808
3183,300627,华测导航,0.4251,1928755092.43,5.2026590957,38.9767,333157564.07,2.05,65.6843,5.50971258567,7.63,0.065500972895,60.6168320788,通信设备,2026-08-14,sz300627
3184,300541,先进数通,-0.03,1301751337.18,-5.6555366625,16.6235,-14876183.81,-123.76,57.9075,3.922312295259,-0.86,-0.760766931157,11.3974989802,IT服务Ⅱ,2026-08-14,sz300541
3185,300422,博世科,-0.07,988100672.05,-21.074322464,-30.2351,-36254707.16,23.2,-278.363,1.081573021087,-6.04,0.161155205609,15.4019712095,环境治理,2026-08-14,sz300422
3186,300143,盈康生命,0.0696,1016248604.48,20.5579906007,4.726,67395850.46,9.01,61.6506,2.449888689016,2.71,0.293613735408,28.3541583349,医疗服务,2026-08-14,sz300143
3187,300140,节能环境,0.1895,2877802232.96,-2.657950059,0.7943,587417207.04,7.8,-16.8801,4.662773699096,4.11,0.323693315463,41.8517529608,环境治理,2026-08-14,sz300140
3188,003015,日久光电,0.13,319910978.76,5.9107181805,50.1211,34765332.05,-23.77,135.4982,4.041382409783,3.02,0.226137991881,31.6521641778,光学光电子,2026-08-14,sz003015
3189,002963,豪尔赛,-0.19,120889868.81,-23.5187598165,5.4881,-28310298.55,16.03,-402.9762,7.729800689785,-2.41,0.070873784924,20.5823976938,装修装饰Ⅱ,2026-08-14,sz002963
3190,002959,小熊电器,0.7755,2348772172.75,-7.3410775961,-10.4504,120274882.35,-41.3,-48.845,18.591685758363,3.9,1.306880163619,36.6827421755,小家电,2026-08-14,sz002959
3191,002920,德赛西威,2.1,14900950597.04,1.7530758163,29.4154,1244645323.07,1.81,69.7027,26.928655582297,7.99,1.780824322753,19.0765786428,汽车零部件,2026-08-14,sz002920
3192,002880,卫光生物,0.1957,449056876.75,-13.3254323974,2.3948,44385904.7,-58.77,-56.741,10.632327935141,1.83,-0.505822919489,32.5973783231,生物制品,2026-08-14,sz002880
