code,date,month,close,turn,fcap,gain20,streak,yizi,isST,lp,mkt_lu_cnt,promo_rate,peer_cnt,ret_open,ret_close,next_lu,next_dt_yizi
sz.002599,2025-05-08,2025-05,9.59,6.5785,3760870709.1282206,13.895486935866973,1,False,0,0.1,99,0.34375,4,-0.9384775808133461,-4.483837330552653,False,False
sz.002600,2025-02-06,2025-02,9.77,4.0821,65332860419.391975,,1,False,0,0.1,92,0.31645569620253167,0,2.5588536335721557,3.991811668372569,False,False
sz.002600,2025-08-18,2025-08,11.13,6.2145,75153137300.34596,21.10990206746466,1,False,0,0.1,118,0.297029702970297,0,2.425876010781658,9.97304582210241,True,False
sz.002600,2025-08-19,2025-08,12.24,9.0361,80758518193.80043,34.801762114537446,2,False,0,0.1,101,0.2711864406779661,0,3.431372549019618,7.0261437908496704,False,False
sz.002600,2025-08-25,2025-08,13.56,9.9793,90131466451.3543,47.87350054525628,1,False,0,0.1,87,0.22666666666666666,4,3.31858407079646,10.029498525073732,True,False
sz.002600,2025-08-26,2025-08,14.92,8.3361,99292356867.95984,62.70447110141766,2,False,0,0.1,89,0.19540229885057472,11,4.088471849865938,-0.9383378016085797,False,False
sz.002600,2025-08-28,2025-08,16.26,11.4136,105029518652.8352,80.46614872364042,1,False,0,0.1,63,0.2708333333333333,6,0.0,-4.428044280442823,False,False
sz.002600,2025-09-29,2025-09,16.18,8.5416,109354098400.76799,3.254626675175487,1,False,0,0.1,66,0.17647058823529413,2,2.4721878862793423,0.803461063040789,False,False
sz.002602,2025-02-10,2025-02,5.58,1.5692,37806300107.06092,19.23076923076923,1,False,1,0.05,131,0.3902439024390244,0,2.6881720430107503,-0.8960573476702427,False,False
sz.002602,2025-02-17,2025-02,6.29,0.2319,43259199693.83356,33.545647558386406,1,True,1,0.05,106,0.27710843373493976,0,4.9284578696343395,-3.1796502384737746,False,False
sz.002602,2025-02-19,2025-02,6.39,2.9078,43562765490.74902,30.942622950819665,1,False,1,0.05,114,0.26,4,0.9389671361502483,4.694835680751175,False,False
sz.002602,2025-02-21,2025-02,7.02,1.8415,47790438557.154495,44.147843942505126,1,False,1,0.05,116,0.18446601941747573,6,2.7065527065527117,0.7122507122507171,False,False
sz.002602,2025-04-10,2025-04,6.23,1.759,42398437735.07675,-9.183673469387754,1,False,1,0.05,169,0.2,10,-0.32102728731943087,4.01284109149278,False,False
sz.002602,2025-04-29,2025-04,7.4,0.5566,50901600646.78404,15.08553654743392,1,True,1,0.05,73,0.15384615384615385,2,3.6486486486486447,0.40540540540539016,False,False
sz.002602,2025-06-30,2025-06,11.08,1.9613,74984696728.19049,20.697167755991288,1,False,1,0.05,90,0.23333333333333334,0,0.9927797833934937,0.7220216606498298,False,False
sz.002602,2025-07-14,2025-07,12.77,3.4041,84991369341.96999,28.08425275827482,1,False,1,0.05,70,0.30303030303030304,0,0.0,1.8794048551292075,False,False
sz.002602,2025-07-21,2025-07,11.74,1.7414,80277482730.56161,12.559923298178344,1,False,1,0.05,123,0.2549019607843137,1,4.088586030664398,5.025553662691662,True,False
sz.002602,2025-07-22,2025-07,12.33,2.9016,84399876465.74304,18.10344827586208,2,False,1,0.05,104,0.4715447154471545,8,1.2165450121654597,4.217356042173548,False,False
